title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Realtalk Evidence-Based Communication Training: Development of a Conversation Analysis-Based Intervention Designed to be Delivered by Clinical Trainers,"['Ruth H Parry', 'Becky Whittaker', 'Marco Pino[...]', 'Christina Faull']","BACKGROUND Communication skills training for professionals caring for people with life-limiting conditions is in demand. Evidence shows that transfer of skills into practice is limited. Training can be improved by building on in-depth evidence and reflecting the complexity of actual interactions. Scientific advances from direct observational ‘conversation analytic’ studies of conversations in healthcare and beyond provide this evidence, but the linguistic complexities are often inaccessible to clinical trainers. We address this dilemma via a novel training initiative, ‘RealTalk’, designed to support trainers by increasing the authenticity and evidence base of end-of-life communication training for health and social care staff and trainees. METHODS We conducted a development study to create a communication intervention for testing. In collaboration with stakeholders, we identified the rationale for the content and mode of delivery, converted research findings into an applied intervention, and tested and refined the intervention prior to launching the finished product. RESULTS Using a conversation analytic approach, we made and analysed video recordings of real-life palliative care consultations in a large UK hospice. We transformed our findings into preliminary training resources comprising clips from the video recordings and accompanying written materials. We shared the materials with an advisory group of clinicians, educators and researchers. Based on feedback, we modified the materials. Trainers in UK higher education institutions, healthcare organisations and independent hospices piloted our materials within their own training and fed back. Further modifications followed in readiness for evaluation of acceptability, usability and effects
… Read more",Preprint,2021.0,,Oct 14,1,"
Download",0,2.0,43
Is Everybody Kung Fu Fighting? Indian Popular Cinema and Martial Arts Films,['Clelia Clini'],,Chapter,2021.0,,Oct 12,0,"
Request full-text",0,,4
Does the platform matter? Social media and COVID-19 conspiracy theory beliefs in 17 countries,"['Yannis Theocharis', 'Ana Cardenal', 'Soyeon Jin[...]', 'Václav Štětka']","While the role of social media in the spread of conspiracy theories has received much attention, a key deficit in previous research is the lack of distinction between different types of platforms. This study places the role of social media affordances in facilitating the spread of conspiracy beliefs at the center of its enquiry. We examine the relationship between platform use and conspiracy theory beliefs related to the COVID-19 pandemic. Relying on the concept of technological affordances, we theorize that variation across key features make some platforms more fertile places for conspiracy beliefs than others. Using data from a crossnational dataset based on a two-wave online survey conducted in 17 countries before and after the onset of the COVID-19 pandemic, we show that Twitter has a negative effect on conspiracy beliefs—as opposed to all other platforms under examination which are found to have a positive effect.",Article,2021.0, New Media & Society,Oct 10,1,"
Download",0,19.0,370
South and East Asian Cinemas Across Borders: Critical Trends in Transnational Cinema,"['Clelia Clini', 'Rohit Dasgupta', 'Yanling Yang']",,Book,2021.0,,Oct 8,0,"
Request full-text",0,0.0,6
Critical trends in transnational cinema Inter-Asian productions and exchanges,"['Yanling Yang', 'Clelia Clini', 'Rohit Dasgupta']",,Chapter,2021.0,,,0,"
Request full-text",0,0.0,4
The Moral Career of a Suspected Legionary: Psychological Language in the Securitate Archives,"['Cristina Plamadeala', 'Cristian Tileaga']","This article explores some notable uses of psychological language in the Securitate archives. We examine Securitate files concerning Constantin Vaman, a suspected legionary subjected to surveillance work by the Securitate. This article seeks to show how Securitate activities, particularly the writing of informer notes and operatives’ reports, are the upshot of strategic use of morally implicative psychological language. Constantin Vaman’s Securitate files are used to explore two categories of psychological language: the language of mental states and the language of disposition and motive. We show that Securitate’s writing of informer notes and operatives’ reports were dependent on the strategic use of morally implicative psychological descriptions. We argue that close attention to the many facets of psychological language used in Securitate documents discussed in this article may enable researchers to understand more fully the complex nature and inner workings of surveillance work.",Article,2021.0, East European Politics & Societies,Oct 8,0,"
Download",0,0.0,7
Researching Communications: A Practical Guide to Methods in Media and Cultural Analysis,"['David Deacon', 'Graham Murdock', 'Michael Pickering', 'Peter Golding']",,Book,2021.0,,Oct 4,0,"
Request full-text",93,46.0,5
"#ThisMama: The Professional Athlete, Pregnancy and Motherhood – The Case of Serena Williams","['Hannah Thompson-Radford', 'Michael Skey']",,Chapter,2021.0,,Oct 4,0,"
Request full-text",0,0.0,20
"Citizens, consumers, and public culture",['Graham Murdock'],,Chapter,2016.0,,Sep 27,0,"
Request full-text",50,25.0,9
P66 Translation and validation of the swahili warwick edinburgh mental wellbeing scale (WEMWBS) and distribution of mental wellbeing in adolescents and adults taking part in the Girls’ Education Challenge project in Tanzania,"['Louise Banham', 'Elizabeth Bruno-McClung', 'Deus Kapinga[...]', 'Rebecca Willans']","Background The Warwick Edinburgh Mental Wellbeing Scale (WEMWBS) is validated for measuring mental wellbeing in UK populations aged 11+ and has been translated into 30+ languages. The primary aim of this study was to translate and validate WEMWBS for use in Swahili-speaking populations. This will facilitate measurement and understanding of wellbeing in these populations, evaluation of policy and practice, and enable international comparisons. The secondary aim was to describe mental wellbeing in the participants of the Girls’ Education Challenge (GEC) project in Tanzania, run by CAMFED and funded through the UK’s Foreign, Commonwealth and Development Office. Specifically, to examine sociodemographic characteristics associated with higher and lower wellbeing in this population. Methods We created a short questionnaire including WEMWBS and similar scales for comparison, socio-demographic information and self-reported health. This was translated into Swahili using gold standard methodology. We aimed to use this tool to collect data from secondary school students (girls and boys), learner guides, teacher mentors and teachers taking part in the GEC programme in Tanzania. Quantitative data analysis examined internal consistency of WEMWBS, correlation with comparator scales and confirmatory factor analysis. Qualitative work to assess acceptability and comprehensibility of WEMWBS and conceptual understanding of mental wellbeing was carried out through focus groups with GEC participants. These were audio-taped, transcribed and analysed thematically. Finally, we used multivariable logistic regression to explore associations between individual characteristics and ‘low’ and ‘
… Read more",Conference Paper,2021.0, Journal of Epidemiology and Community Health,Sep 7,0,"
Request full-text",0,0.0,7
Survey and Focus Group Pilot,['Charlie E Sutton'],Survey and focus group research on Access students experiences at University. Primary purpose of this research was to provide information on experiences at university for Access students at the college who facilitated the research. The secondary purpose was to pilot an online survey and focus group questions for my PhD project.,Experiment Findings,2021.0,,Sep 3,1,"
Download",1,1.0,18
First Impressions Survey,['Charlie E Sutton'],Survey research focussed on first-year students experiences of applying to University and their experience of university life in their first few weeks.,Experiment Findings,2021.0,,,1,"
Download",0,0.0,25
Was economic growth in Australia pro-poor?,['Francisco Azpitarte'],,Chapter,2020.0,,Sep 2,0,"
Request full-text",0,0.0,6
Childcare Use and Its Role in Indigenous Child Development: Evidence from the Longitudinal Study of Indigenous Children in Australia,"['Francisco Azpitarte', 'Abraham Chigavazira', 'Guyonne Kalb[...]', 'Stephen R Zubrick']","We investigate patterns of childcare use and its influence on the cognitive development of Indigenous children. The influence of childcare on Indigenous children's cognitive outcomes is less well understood than for non‐Indigenous children due to a lack of appropriate data. We focus on a cohort of Indigenous children in Australia who have been followed from infancy and for whom rich information on childcare use and cognitive outcomes is observed. Compared to Indigenous children who never participated in childcare, Indigenous children who participated in childcare performed better on several early cognitive outcomes. Using regression and propensity score matching, we show that this difference is driven by selection into childcare, with children from more advantaged families being more likely to attend formal childcare. However, matching analysis results suggest that relatively disadvantaged children might benefit more from attending childcare, as indicated by the positive estimated effects found for those who never attended childcare.",Article,2018.0, Economic Record,,0,"
Request full-text",2,2.0,74
Correlates of hair cortisol concentrations in disadvantaged young children,"['Julian Guy Simmons', 'Francisco Azpitarte', 'Fatou Diallo Roost[...]', 'Nick Haslam']","Children from highly disadvantaged families tend to experience worse health, educational, and job outcomes than less disadvantaged peers. However, the mechanisms underlying these relationships remain to be explicated. In particular, few studies have investigated the relationships between the psychosocial influences that children are exposed to early in life, and longer‐term cortisol output. This study aims to contribute to the literature by exploring how disadvantaged young children's experiences of family adversity, and parenting and family functioning, are related to their long‐term cortisol levels. A sample of 60 children (26 males, M age=4.25 years, SD=1.68) and their mothers (M age=34.18 years, SD=7.11) from a low income population took part in a single assessment. Mothers completed questionnaires on the family environment, parenting practices, and child behavior. Children provided a hair sample for cortisol assay, and anthropometric measures. A parsimonious multivariate regression model (including potential predictors identified by a selection algorithm) was used to investigate the correlates of hair cortisol concentration (HCC) in children. Higher levels of social exclusion, being male, and younger age were each associated with higher HCC. Maternal nurturing and emotion coaching were associated with lower HCC. Findings suggest that chronic stress may underlie relationships between adversity and its long‐term effects, and that HCC offers a promising method for examining chronic stress in children and evaluating interventions by which it can be ameliorated.",Article,2019.0, Stress and Health,,0,"
Request full-text",12,8.0,78
公园作为“实践景观”：对洛带公园（1928-2019）的个案研究,"['Shunming Huang', 'Yanning Chen', 'Linxin Wangzhou']",,Article,2019.0,,Sep 1,0,"
Request full-text",0,0.0,3
The Critical Political Economy of Communications in Critical Times Interview with Graham Murdock,"['Helena Martins', 'Graham Murdock']","In this interview, Graham Murdock reflects on the most recent transformations in capitalism and the contribution of the Political Economy of Communication to understand and transform them.",Article,2021.0,,Aug 30,0,"
Download",0,2.0,45
Barriers and Factors Affecting E-commerce Utilization of Thai Small and Medium-Sized Enterprises in Food and Beverage and Retail Services,"['Yot Amornkitvikai', 'Siew Yean Tham', 'Jiraporn Tangpoolcharoen']","E-commerce is deemed as the next potential source of growth for Thailand, but small and medium-sized enterprises (SMEs) are still behind in their utilization of e-commerce. This article uses the decision-makers, technological, organizational and environmental (DTOE) framework to examine the key e-commerce barriers and determinants in e-commerce utilization by Thai SMEs based on a survey of retail and food and beverage (F&B) service establishments in metropolitan Bangkok. This study aims to fill the research gap by examining the types of barriers that hinder e-commerce utilization by Thai SMEs in the F&B and retail services, as well as their key determinants. Unlike e-commerce adoption, e-commerce utilization can capture the full range of e-commerce engagement. The survey’s findings indicate that organizational barriers significantly inhibit e-commerce utilization. Estimations from the structural equation modelling (SEM) show that exports, e-commerce tools, government support, and internal and external e-commerce platforms can enhance e-commerce utilization. In addition, business-to-business (B2B) e-commerce can increase the exports of Thai SMEs, while older entrepreneurs and SMEs tend to neglect e-commerce. Evidence-based policy implications and suggestions are also discussed in this study to enhance e-commerce utilization for Thai SMEs.",Article,2021.0, Global Business Review,Aug 30,0,"
Request full-text",0,0.0,21
Public libraries as reserves of cultural and digital capital: Addressing inequality through digitalization,"['Adrián Leguina', 'Sabina In Mihelj', 'John Downey']","Public libraries are among key sites for the acquisition of cultural capital, and possibly one of the most potent means through which the state can address inequality. While digitalization of public libraries already attracted significant scholarly attention, the evidence of its contribution to the acquisition of cultural skills and knowledge and social mobility remains limited, as does the conceptual understanding of links between digitalization, cultural capital, and social stratification. This article draws on two disconnected bodies of research, the sociological analysis of cultural capital and stratification and research on digital divides. To bridge these two bodies of research, the interplay of cultural and digital capital in public libraries was investigated. The extensive dataset from the UK Taking Part Survey (2016–17) was analyzed using two-step cluster analysis and multinomial regression models to explore the contrasting profiles of contemporary library users. Results identify four distinct user groups: Traditional, Active, Family, and Tech Access, which possess different degrees of cultural and digital capital, have different demographic profiles, and benefit from digitalized libraries in different ways. If libraries are to fulfil their role in reducing social inequalities, it is important that they tailor their digital services to the specific characteristics of each user group. This approach also provides a useful template for exploring the interplay of digitalization and (in)equality in other cultural institutions.",Article,2021.0, Library & Information Science Research,Aug 5,1,"
Download",1,1.0,77
From occupational to existential class: How to analyze class structure in hybrid societies (The case of Serbia),"['Predrag Cveticanin', 'Inga Tomić-Koludrović', 'Mirko Petric[...]', 'Adrián Leguina']","In this article, we propose a model to analyze the class structure of hybrid post‐socialist societies in South‐East Europe (SEE), using the case of Serbia. We argue that, in such hybrid societies, social inequalities are generated by several mechanisms of similar strength: exploitative market mechanisms (based on economic capital) and different types of social closure mechanisms (based on political and social capital). Their influences are intertwined and cannot be analytically isolated or reduced to a common foundation. Therefore, occupational class analysis in these societies can have only limited explanatory power. In an attempt to overcome these challenges, we were forced to modify the instruments of several established approaches to class analysis. These modifications included (1) a reconceptualization of Bourdieusian notions of political, social, and cultural capital, (2) a different operationalization of social space, (3) identification of specific mechanisms of generating social inequalities, (4) paying attention to both practical and discursive classifications of lifestyles in the establishment of symbolic boundaries, and (5) relying on differential association analysis for identifying class boundaries. Our analysis's final result is a model that enables studying general social inequality, that is, generalized social advantage/disadvantage, in SEE post‐socialist societies.",Article,2021.0, British Journal of Sociology,Aug 3,0,"
Request full-text",0,3.0,73
Does a Crisis Change News Habits? A Comparative Study of the Effects of COVID-19 on News Media Use in 17 European Countries,"['Peter Van Aelst', 'Fanni Toth', 'Václav Štětka[...]', 'Yannis Theocharis']","Exogenous shocks like the COVID-19 pandemic unleashes multiple fundamental questions about society beyond public health. Based on the classical concept of ‘need for orientation’ and the literature on the role of the media in times of crisis, we investigate to what extent the COVID-19 pandemic affected news consumption in comparative perspective. Based on a two-wave panel survey in 17 mostly European countries, our study targets the role of both legacy news brands (TV, radio, newspapers) and so-called contemporary news media (Internet-based and social media) during this global health crisis. Our results show an overall rise of news use across countries, but only for some types of news media. We find an increase of TV news consumption, and a higher reliance on social media and the Internet for news and information. This indicates that in times of crises and an unusually strong need for orientation, people mainly turn to news sources that are easily available and offer a more immediate coverage. Furthermore, we find the rise in news use to be mainly present among those who already have a higher level of trust in legacy media and among people that were more concerned about the impact of the pandemic.",Article,2021.0, Digital Journalism,Aug 1,0,"
Request full-text",3,6.0,180
"Getting things done: Inequalities, Internet use and everyday life","['Adrián Leguina', 'John Downey']","The study of mundane, everyday uses of the Internet remains an emerging field of inquiry. Analysing data from a large seven country survey of Internet use and adapting concepts and methods developed by Bourdieu, we show that there are distinct clusters of users who use the Internet in diverse ways to solve everyday problems, such as buying a mobile phone or diagnosing an illness. Such everyday problem-solving is dependent upon degrees of economic, social, digital and cultural capital, and varies across countries. A comparative methodological strategy combined the use of multiple correspondence analysis (MCA), hierarchical cluster analysis (HCA), and for the first time in the field, multiple factor analysis for contingency tables (MFACTs). Extending the work of Bourdieu and the sociology of class more generally, we argue that digital capital functions as a bridging capital aiding the convertibility of other forms of capital to the benefit of already advantaged groups.",Article,2021.0, New Media & Society,Jul 29,1,"
Download",2,2.0,24
"Putting wake words to bed: We speak wake words with systematically varied prosody, but CUIs don't listen","['Saul Albert', 'Magnus Hamann']",,Conference Paper,2021.0,,Jul 27,0,"
Request full-text",0,1.0,11
Rethinking social capital in the desistance process: The ‘Artful Dodger’ complex,['Christopher Kay'],"Social capital has become a core component of our understanding of desistance in recent years. Some of this work, however, seems to present social capital as inherently positive, suggesting that increasing stocks in social capital is fundamental to the desistance process. Knowledge surrounding exactly how social capital is utilized within the desistance process, with the exception of acquiring social capital as a social good, remains underexplored. Through an analysis of the desistance narratives of young adult men serving community orders under the supervision of the probation service in England and Wales, this article argues that, instead of being considered to be inherently good, social capital is perhaps better thought of as value neutral, consisting of both positive and negative aspects (some of which occur simultaneously). Desistance, then, is not simply about obtaining social capital (because many people with convictions possess stocks of social capital that supported their offending); rather it is about reorienting the type of capital available to them at any given time, from relationships that imbue ‘anti-social capital’ to those that imbue ‘pro-social capital’. This distinction has significant theoretical and policy interventions, arguing that it is pro-social capital that the literature makes reference to in terms of supporting desistance efforts. The article concludes by offering some tentative suggestions for future research, along with ways in which this distinction can further support how we operationalize desistance within criminal justice policy and practice.",Article,2020.0, European Journal of Criminology,Jul 21,0,"
Download",2,1.0,8
The impact of policy change on prisoner resettlement and community integration: A case of disproportionate response,['Christopher Kay'],"The involvement of prisoners on license in the recent London Bridge and Streatham, London attacks have triggered a series of policies aiming to restrict community release. These aim to address not only the point at which prisoners in England and Wales are released, but also the level of engagement prisoners can have with the community before release. They have been introduced with little consultation of the available evidence and, seemingly, with little consideration of those who will be directly impacted as a result of their implementation. This commentary considers how announced changes in policy relating to the use of Release on Temporary Licence (ROTL) with prisoners, represent a response which is not only disproportionate to the scale of the problem but may also negatively impact upon prisoner rehabilitation. It draws upon evidence surrounding the impact of early release and evidence surrounding the practices which work to promote desistance from crime to highlight the flaws in these new policies, but also the importance of maintaining community engagement in the rehabilitation of people with convictions.",Article,2020.0, Critical Social Policy,,0,"
Download",0,0.0,3
Rethinking recovery and desistance processes: developing a social identity model of transition,"['Christopher Kay', 'Mark Monaghan']","Background: In recent years, the role of social identity (or identities which are developed through involvement in social groups with others), has received increasing attention in relation to recovery from substance abuse disorders. However, it is also widely noted that the transformation of one’s social identitie(s) is vital for the cessation of other, non-addictive behaviours, such as offending. Interestingly, the discussion of the role of social identity tansformation in relation to both desistance and recovery simultaneously has seldom been undertaken.Methods: Drawing on primary research consisting of 20 double narrative interviews with young adult offenders on an Intensive Community Order, the paper builds upon the two most prominent social identity models surrounding addictive behaviour, the Social Identity Model of Recovery and the Social Identity Model of Cessation Maintenance in order to develop a social identity model which aids our understanding of desistance and recovery processes.Results: The paper presents a Social Identity Model of Transition (SIMOT), allowing for the synergies between desistance and recovery as processes of transition to come to light.Conclusion: SIMOT allows for an understanding of the role of social identity transformation in the transient nature of desistance and recovery processes. The model allows for an examination of the impact of macro and micro contextual factors on desistance and recovery processes in a way which has seldom been possible with the currently available models.",Article,2018.0, Addiction Research and Theory,,0,"
Request full-text",4,3.0,93
Online Social Endorsement and Covid-19 Vaccine Hesitancy in the United Kingdom,"['Andrew Chadwick', 'Johannes Kaiser', 'Cristian Vaccari[...]', 'Li-Yuang Yu']","We explore the implications of online social endorsement for the Covid-19 vaccination program in the United Kingdom. Vaccine hesitancy is a long-standing problem, but it has assumed great urgency due to the pandemic. By early 2021, the United Kingdom had the world’s highest Covid-19 mortality per million of population. Our survey of a nationally representative sample of UK adults ( N = 5,114) measured socio-demographics, social and political attitudes, media diet for getting news about Covid-19, and intention to use social media and personal messaging apps to encourage or discourage vaccination against Covid-19. Cluster analysis identified six distinct media diet groups: news avoiders, mainstream/official news samplers, super seekers, omnivores, the social media dependent, and the TV dependent. We assessed whether these media diets, together with key attitudes, including Covid-19 vaccine hesitancy, conspiracy mentality, and the news-finds-me attitude (meaning giving less priority to active monitoring of news and relying more on one’s online networks of friends for information), predict the intention to encourage or discourage vaccination. Overall, super-seeker and omnivorous media diets are more likely than other media diets to be associated with the online encouragement of vaccination. Combinations of (a) news avoidance and high levels of the news-finds-me attitude and (b) social media dependence and high levels of conspiracy mentality are most likely to be associated with online discouragement of vaccination. In the direct statistical model, a TV-dependent media diet is more likely to be associated with online discouragement of vaccination, but the moderation model shows that a TV-dependent diet most strongly attenuates the relationship between vaccine hesitancy and discouraging vaccination. Our findings support public health communication based on four main methods. First, direct contact, through the post, workplace, or community structures, and through phone counseling via local health services, could reach the news avoiders. Second, TV public information advertisements should point to authoritative information sources, such as National Health Service (NHS) and other public health websites, which should then feature clear and simple ways for people to share material among their online social networks. Third, informative social media campaigns will provide super seekers with good resources to share, while also encouraging the social media dependent to browse away from social media platforms and visit reliable and authoritative online sources. Fourth, social media companies should expand and intensify their removal of vaccine disinformation and anti-vax accounts, and such efforts should be monitored by well-resourced, independent organizations.",Article,2021.0, Social Media + Society,Jul 15,1,"
Download",13,9.0,107
"Mature Students and Social Isolation: Being Excluded or Choosing to Be Alone?: Exploring the Contexts of Higher, Further and Community Education",['Charlie E Sutton'],"This chapter considers the social isolation experienced by a group of mature students. Younger mature students appeared to actively choose to isolate themselves socially. In contrast, older mature students felt that, because they were excluded by their younger peers, they had become unwillingly isolated. With HESA reporting that mature students are dropping out of UK universities at around twice the rate of traditional-aged students (2015/16), it is pertinent to consider the role of social isolation in relation to student retention and attrition.",Chapter,2019.0,,Jul 12,0,"
Request full-text",2,1.0,156
From gateways to multilinear connections: A qualitative longitudinal investigation of the relationships between vaping and smoking among adolescent users,"['Jason Hughes', 'Grace Sykes', 'Kahryn Hughes[...]', 'Khalid Karim']","Background: The international growth of e-cigarette use has been accompanied by a corresponding concern that e-cigarettes will act as a 'gateway' to smoking and the use of other drugs. Taking these concerns as our point of departure, we explore the relationships between vaping and smoking among a cohort of young people. Methods: Qualitative longitudinal methods with a diverse sample of 36 14-18-year olds from the UK city of Leicester. A total of 66 depth interviews conducted across two phases separated by 6-12 months. The interviews were recorded, transcribed verbatim and thematically analysed. Findings: We highlight a complex 'tangle' of connections between substances/risk behaviours recounted to us by our adolescent study participants, including multiple and multilinear relationships between vaping and smoking. These findings problematise some of the core axioms of the notion of gateways as an explanatory model of causality and sequential connection between smoking and vaping. They also throw into question gateway logics more fundamentally. While many of our study participants themselves consciously invoked ideas of 'gateway effects', the accounts they produced repeatedly disrupted the logics of connection (between e-cigarettes and smoking; one set of behaviours and another) presupposed in gateway theory and our own early lines of questioning. Accordingly, we explore how cultural understandings of gateway effects are invoked by users in accounting for their vaping and smoking behaviours, noting the potential influence of these ideas upon the very processes they are understood to apprehend. Conclusion: Our findings suggest there is a case to be made to reinforce the distinctiv
… Read more",Article,2021.0, The International journal on drug policy,,0,"
Request full-text",0,1.0,59
Fraud by Numbers:: Quantitative Rhetoric in the Piltdown Forgery Discovery,['Malcolm Ashmore'],,Chapter,1997.0,,Jul 10,0,"
Request full-text",0,,2
Mediating Class in a Classless Society? Media and Social Inequalities in Socialist Eastern Europe,['Sabina In Mihelj'],"It is tempting to assume that state socialist media abounded with idealised depictions of working-class citizens. Yet, while workers were indeed glorified in official rhetoric, popular media offered a rather different picture. Drawing on the analysis of television fiction from five state socialist countries, this chapter shows that miners, farmers and factory workers were often overshadowed by engineers, lawyers and public officials whose tastes, habits and aspirations appeared remarkably ‘middle class’. Such patterns of representation were rooted in persistent forms of social inequality that privileged the socialist ‘middle classes’ over citizens in blue-collar occupations.",Chapter,2021.0,,,0,"
Request full-text",0,0.0,12
Abstract TP125: Intracranial Stenosis Subtypes in Patients Aged 45 Years or Younger,"['Wei-Hai Xu', 'Yu-Yuan Xu', 'Mingli Li[...]', 'Shan Gao']","Objective: Using high-resolution magnetic resonance imaging(HRMRI), we sought to examine the proportions of intracranial stenosis subtypes and their clinical relevance in young patients(≤45 years old). Methods: One hundred and twenty-nine consecutive patients (mean age 36±8 years) with middle cerebral artery stenosis and without Moyamoya disease were evaluated by HRMRI. The stenosis was classified as eccentric stenosis, concentric stenosis, and mixed stenosis if both eccentric and concentric stenosis occurred in one vessel. The clinical data and vessel wall properties were analyzed among the subtypes. Results: Eccentric stenosis was found in 86 (69.4%) patients, while concentric stenosis was found in 26 patients (21.0%) and mixed stenosis in 12(9.7%) patients. The patients with eccentric stenosis were older (p<0.001) and more likely had atherosclerosis risk factors (p=0.024). The patients with concentric stenosis were more likely female, and aged 35 years old or younger. All mixed stenosis were high-grade (>70%) stenotic. All concentric stenosis showed constrictive remodeling, while eccentric and mixed stenosis had heterogeneous remodeling types. In 34 patients with available enhanced images, ring enhancement was revealed in 8/9(88.9%) concentric stenosis and 5/5(100%) mixed stenosis, but only in 3/20(15%) eccentric stenosis (P<0.001). Ten of twelve (83.3%) patients with mixed stenosis were symptomatic, more frequently than the patients with eccentric stenosis (57.0%, p=0.072) and the patients with concentric stenosis (50%, p=0.052). Conclusions: The distinct vessel wall features among intracranial stenosis subtypes suggest heterogeneous pathophysiology. Further studies are required to i
… Read more",Article,2016.0, Stroke,Jul 7,0,"
Request full-text",0,,2
