title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Access to essential services for low-income people United Kingdom,"['Jonathan Bradshaw', 'E Kempson', 'C Mullen']",,Article,,,Oct 15,0,"
Request full-text",0,0,2
Child poverty : Europe versus the US,['Jonathan Bradshaw'],,Chapter,,,,0,"
Request full-text",0,0,4
From Normative Budget Standards to Consensual Minimum Income Standards in the UK,['Jonathan Bradshaw'],,Chapter,,,,0,"
Request full-text",0,,0
Child Poverty in Comparative Perspective,['Jonathan Bradshaw'],"This paper draws on comparative evidence on child poverty in Europe. It is in four parts. The first section reviews evidence on the prevalence of child poverty, the second examines the characteristics of poor children, and the third reviews the evidence on how child poverty has changed in European countries over the last decade or so. The fourth part of the paper examines comparative evidence on the demographic, labour pre-transfer and policy factors related to the variations in child poverty observed. The article concludes with a review of the strengths and weaknesses of the comparative research on child poverty and the measures designed to relieve it.",Article,9 , European Journal of Social Security,Oct 15,1,"
Request full-text",0,3,7
"HOW DO GEORGIAN CHILDREN AND THEIR FAMILIES COPE WITH THE IMPACT OF THE FINANCIAL CRISIS? __________________________________ REPORT ON THE GEORGIA WELFARE MONITORING SURVEY, 2009","['Jonathan Bradshaw', 'Meg Huby', 'Dimitri Gugushvili']",,Technical Report,,,,1,"
Download",1,0,29
The Future of Poverty Research: Panel Session,"['John Hills', 'Jonathan Bradshaw', 'Ruth Lister', 'Janet Lewis']",,Chapter,,,,0,"
Request full-text",0,0,11
The Association Between the Material Well-Being and the Subjective Well-Being of Children in 35 Countries,"['Daphna Gross-Manos', 'Jonathan Bradshaw']","It is well established that child poverty has a profound, costly, and long-term impact on physical and mental health, educational attainment, and outcomes in adulthood. However, to date, while among adults a correlation between income and subjective well-being has been found, findings of such an association during childhood are mixed. This may be because the indicators available for both child poverty and subjective well-being have been limited – mainly to household incomes reported by adults and single measures of life satisfaction. This article explores the opportunities presented by the data collected in the third wave of Children’s Worlds, the school-based survey of children in 35 countries. The study employed a wider range of measures of material well-being, as well as subjective well-being, in terms of living standards in a larger range of countries. We have found that at both country comparative level, and within the country level, there is an association between material deprivation and some measures of subjective well-being, but the strength of the association varied between the country level and individual-level analyses, and across countries at the individual-level. At the macro-country level, the Family Affluence Scale was not significantly associated with most subjective well-being measures, while the deprivation scale, and a multi-dimensional measure that was developed in this paper, showed high correlations with overall life satisfaction and feelings of sadness. At the individual-level, the correlations were generally weak and varied between countries. We conclude with a discussion regarding possible explanations for these findings and their possible implications.",Article,1 , Child Indicators Research,Oct 4,1,"
 access options",0,3,57
Transitions and non-transitions from neoliberalism in Latin America and Southern Europe,"['Juan Pablo Ferrero', 'Ramón I. Centeno', 'Antonios Roumpakis']","We seek to disentangle the process through which some democratic polities ‘escape’ from neoliberal rule while others do not. We understand neoliberalism as the resulting equilibrium provoked by the restoration of class power that undermined the pro-labour policies of the post-war period. Why do some democracies enter a route of political experimentation that challenges the status quo while others remain ‘trapped’ in an orthodox neoliberal settlement? Our argument is that for a democratic polity to initiate a transition from neoliberal rule, there needs to be a crisis of neoliberal rule, a compelling alternative willing to contend for state power in national elections, and a reliable democratic settlement that allows the victory of the challenger – that is, the alternative – over the neoliberal rulers. This model will be discussed by examining the following three cases: Argentina, Greece, and Mexico.",Article,1 , Politics,Oct 3,1,"
Download",0,1,23
‘Closing the gap’: the conditions under which children in care are most likely to catch up in mainstream schools,"['Ian Sinclair', 'John Fletcher', ""Aoife O'Higgins[...]"", 'Sally M. Thomas']","BSTRACT Children ‘in care’ have, on average, lower educational attainment than their peers. This article tests the hypothesis that many of these children can ‘catch-up’, if in stable placements and secondary schools ‘apparently effective’ with other children with ‘similar’ difficulties. In a cohort of 542,998 16-year-old English children in mainstream schools, those in care for at least a year were on average 148,465 ranks behind their peers on measured attainment at age 7. At age 16, 21% of this group had ‘caught up’ improving their ranking by at least this amount. Allowing for covariates, we found that schools were differentially effective for disadvantaged pupil groups defined by eligibility for free school meals at age 7, in the bottom 3 deciles of attainment at entry to secondary school, or deemed ‘in need’ or as having behavioural, emotional or social difficulties. As predicted, the conditions for children in care catching up related to placement stability and measures of their school’s apparent impact on these disadvantaged groups. In the ‘worst’ conditions 4% caught up as against 52% in the ‘best’. The results support the hypotheses that best practice can reduce the educational gaps between children in care, other low attaining groups and their peers.",Article,1 , Oxford Review of Education,Sep 30,1,"
Download",0,2,42
From ‘a rubber stamp’ to influencing policy,['Ernest Darfour'],,Chapter,,,Sep 28,0,"
Request full-text",0,0,3
Hearing dogs for people with severe and profound hearing loss: a wait-list design randomised controlled trial investigating their effectiveness and cost-effectiveness,"['Lucy Stuttard', 'Philip Boyle', 'Caroline Marie Fairhurst[...]', 'Bryony Anne Beresford']","Background Hearing loss increases the risk of poor outcomes across a range of life domains. Where hearing loss is severe or profound, audiological interventions and rehabilitation have limited impact. Hearing dogs offer an alternative, or additional, intervention. They live permanently with recipients, providing sound support and companionship. Methods A single-centre, randomised controlled trial (RCT) evaluated the impacts of a hearing dog on mental well-being, anxiety, depression, problems associated with hearing loss (responding to sounds, fearfulness/social isolation), and perceived dependency on others. Participants were applicants to the UK charity ‘Hearing Dogs for Deaf People’. Eligibility criteria were as follows: first-time applicant; applying for a hearing dog (as opposed to other support provided by the charity). Participants were randomised 1:1 to the following: receive a hearing dog sooner than usual [HD], or within the usual application timeframe (wait-list [WL] comparator). The primary outcome was mental well-being (Short Warwick-Edinburgh Mental Well-Being Scale) 6 months (T1) after HD received a hearing dog. The cost-effectiveness analysis took a health and social care perspective. Results In total, 165 participants were randomised (HD n = 83, WL n = 82). A total of 112 (67.9%) were included in the primary analysis (HD n = 55, WL n = 57). At T1, mental well-being was significantly higher in the HD arm (adjusted mean difference 2.53, 95% CI 1.27 to 3.79, p < 0.001). Significant improvements in anxiety, depression, functioning, fearfulness/social isolation, and perceived dependency, favouring the HD arm, were also observed. On average, HD participants had used fewer statutory health and social care resources. In
… Read more",Article,1 , Trials,Sep 26,1,"
Download",0,1,15
Sexuality & Social Work Conference Presentation on Cultural Competence of Community based social care for older LGBT+ people: A scoping review,['Liz Wands-Murray'],Recording of presentation given at Sexuality & Social Work Conference 2021 on Cultural Competence of Community based social care for older LGBT+ people: A scoping review,Presentation,,,Sep 21,0,"
Download",0,0,1
Sexuality & Social Work conference Abstract,['Liz Wands-Murray'],Cultural Competence of Community Based Social Care for Older LGBT+ People: A Scoping Review - the abstract for my presentation of my scoping review.,Conference Paper,,,,0,"
Download",0,0,6
"Scoping the literature on Patient travel abroad for cancer screening, diagnosis and treatment","['Neil Lunt', 'Ka‐wo Fung']","The incidence of cancer is on the rise globally. Under particular circumstances, patients are willing to travel abroad for healthcare treatments. We know relatively little however about patients travelling overseas for cancer‐related screening, diagnosis and treatment. Where do patients go, for what treatments, what are their motivations, decision‐making processes and treatment experiences? What do we know about patient safety and risk, and outcomes? More broadly, what are the ethical and legal implications? This review presents the first published assessment of what we term ‘transnational oncology treatment’, defined as patients travelling overseas or across borders for cancer screening, diagnosis and treatment. The review undertakes detailed search and retrieval of the literature, using an accepted scoping review method. We present a narrative review of existing knowledge and themes, identifying coverage and gaps. There is a five‐fold agenda for future investigation: trajectories and itineraries; in depth focus on treatment decisions, experiences and outcomes; locating patient travel within wider health system analysis; exploration of professional perspectives and coordination; and situating travel within the context of health trade. Such an agenda is multidisciplinary and wide‐ranging, encompassing epidemiology, health economics, health policy ethics, health politics, health management, and health policy.",Literature Review,1 , International Journal of Health Planning and Management,Sep 17,0,"
Download",0,0,15
Identifying older adults with frailty approaching end-of-life: A systematic review,"['Alex Hall', 'Elisabeth Boulton', 'Patience Kunonga[...]', 'Barbara Hanratty']","Background People with frailty may have specific needs for end-of-life care, but there is no consensus on how to identify these people in a timely way, or whether they will benefit from intervention. Aim To synthesise evidence on identification of older people with frailty approaching end-of-life, and whether associated intervention improves outcomes. Design Systematic review (PROSPERO: CRD42020462624). Data sources Six databases were searched, with no date restrictions, for articles reporting prognostic or intervention studies. Key inclusion criteria were adults aged 65 and over, identified as frail via an established measure. End-of-life was defined as the final 12 months. Key exclusion criteria were proxy definitions of frailty, or studies involving people with cancer, even if also frail. Results Three articles met the inclusion criteria. Strongest evidence came from one study in English primary care, which showed distinct trajectories in electronic Frailty Index scores in the last 12 months of life, associated with increased risk of death. We found no studies evaluating established clinical tools (e.g. Gold Standards Framework) with existing frail populations. We found no intervention studies; the literature on advance care planning with people with frailty has relied on proxy definitions of frailty. Conclusion Clear implications for policy and practice are hindered by the lack of studies using an established approach to assessing frailty. Future end-of-life research needs to use explicit approaches to the measurement and reporting of frailty, and address the evidence gap on interventions. A focus on models of care that incorporate a palliative approach is essential.",Article,1 , Palliative Medicine,Sep 16,1,"
Download",0,1,23
Health tourism and the NHS: Facts or fiction?,"['Johanna Hanefeld', 'Neil Lunt', 'Richard Smith']",,Article,3 , The Lancet,Sep 7,0,"
Download",4,2,41
Asset-based and strengths-based community initiatives in the UK,['Neil Lunt'],"There is growing interest in the contribution of asset- and strengths-based activities within social and community development. Asset-based approaches focus on people’s and communities’ assets (their capacities, resources and networks) as well as their needs. At an individual level, it entails assessments and conversations emphasising personal and community strengths rather than deficits.1 The aim of this brief article is to overview a number of initiatives across the UK and discuss the challenges in embedding them within local settings. The discussion proceeds as follows. First, an overview of the prevailing policy context within which community development and associated initiatives have emerged. Second, a discussion of the values and aspirations framing such initiatives. Third, the paper review a range of initiatives. Fourth, it examines the future development of such activities.",Article,,,,0,"
Download",0,0,11
