title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Returns of research funding are maximised in media visibility for excellent institutes,"['Marta Entradas', 'João M. Santos']","This paper investigates public communication activity across research institutes with varying levels of excellence in research, and how competitive funding affects this activity. With competing funding trends requiring plans for public engagement in the funded research, a question arising is whether institutes capturing higher amounts of funding return the most value for public communication. Using international data from N = 1550 institutes in six countries, we first compare public communication activity among excellent and less-than-excellent institutes. We then investigate the relationship between competitive funding and public communication across levels of excellence. We find that the returns of funding are maximised in media interactions in excellent institutes when compared to the less excellent, but not in public events. This suggests that returns of research funding may not result in the expected outcomes for increased ‘public engagement in science’ if institutions are guided by instrumental goals.",Article,1 , Humanities and Social Sciences Communications,Sep 22,1,"
Download",0,2,28
"Science Cultures in a Diverse World: Knowing, Sharing, Caring","['Bernard Schiele', 'Xuan Liu', 'Martin W Bauer']","Science and technology culture is now more than ever at the very heart of the social project, and all countries, to varying degrees, participate in it: raising scientific literacy, improving the image of the sciences, involving the public in debates and encouraging the young to pursue careers in the sciences. Thus, the very destiny of any society is now entwined with its ability to develop a genuine science and technology culture, accessible for participation not only to the few who, by virtue of their training or trade, work in the science and technology fields, but to all, thereby creating occasions for society to debate and to foster a positive dialogue about the directions of change and future choices. This book organized on the theme of ‘knowing, sharing, caring: new insights for a diverse world’, which was derived from the observation that globalization rests upon diversity—diversity of contexts, publics, research, strategies and new innovating practices—and aims to stimulate exchanges, discussions and debates, to initiate a reflection conducive to decentring and to be an opportunity for enrichment by providing the reader with means to achieve the potentialities of that diversity through a comparison of the visions that underpin the attitudes of social actors, the challenges they perceive and the potential solutions they consider. Thus, this book aims first and foremost to raise questions in such a manner that readers so stimulated will feel compelled to contribute and will do so. In this spirit, however significant, the results presented and shared are less important than the questions they seek to answer: How are we to rethink the diffusion, the propagation and the sharing of scientific thought and knowledge in an ever more complex and diverse world? What to kno
… Read more",Book,,,Sep 15,0,"
Request full-text",0,0,10
Science Communication on Offer by Research Institutes in Eight Countries,['Marta Entradas'],"In this chapter, I offer some observations on the evolving communication functions of research universities in eight countries. I report on the MORE-PE: Mobilisation of Resources for Public Engagement with Science research project (2016–2020), which examined the public communication activity of institutes within research universities and large research institutions in Germany, the United Kingdom, the Netherlands, Portugal, Italy, the United States, Brazil and Japan. I call this the meso-level of the organizations, where the research action is located but for which we have little or no empirical data. I describe communications practices, target audiences and rationales for communication by research institutes with a focus on country comparisons and make use of the data to advance our understanding of how science communication is growing at the institute level across regions of the globe.",Chapter,,,Sep 15,0,"
Request full-text",0,0,11
"Attachment and politics are two functionally distinct systems, and both share genetics with interpersonal trust and altruism","['Thomas Haarklau Kleppestø', 'Nikolai Olavi Czajkowski', 'Olav Vassend[...]', 'Lotte Thomsen']","The evolved attachment system maintains proximity and care-giving behavior between parents and offspring, in a way that is argued to shape people’s mental models of how relationships work, resulting in secure, anxious or avoidant interpersonal styles. Several theorists have suggested that the attachment system is closely connected to orientations and behaviors in social and political domains, such that the latter are grounded in the same set of familial experiences as are the different attachment styles. We use a large sample of Norwegian twins (N = 1987) to assess the relationship between attachment styles and two key ideological orientations, right-wing authoritarianism (RWA) and social dominance orientation (SDO), and the role of genetic and environmental influences therein. We also consider the relationship of both sets of traits with the interpersonal orientations of trust and altruism. Results indicate no shared environmental overlap between attachment and ideology, nor even between the two attachment styles or between the two ideological traits, challenging conventional wisdom in developmental, social, and political psychology. Rather, evidence supports two functionally distinct systems, one for navigating intimate relationships and one for navigating social hierarchies, with genetic overlap between traits within each system, and two distinct genetic linkages to trust and altruism. We argue for further genetically informed research in other settings to elucidate the etiology and dynamics of these core aspects of our social and political nature.",Preprint,,,Sep 4,0,"
Request file",0,2,49
Investigating public space exploration interest and support in the UK,"['Marta Entradas', 'Steven Miller']","Despite recent reports stressing that the UK should play a full role in robotic and human space exploration and that such involvement is crucial to engage society in the excitement of space discovery, the UK government keeps its longstanding opposition to participation in human space missions. Space agencies such as NASA and ESA have ambitious long-term programmes of science and discovery that mark the beginning of a new era in space exploration where humans will be sent to Mars; An era that requires public support and, therefore, more consideration for public opinion. This study shows that the British public who come to outreach and engagement activities consider the advancement of UK space activities nationally to be of interest. In 2008, over 700 Britons were surveyed at two space outreach events in the UK, the Royal Society Summer Exhibition in London and the National Space Centre in Leicester, to determine their attitudes to space exploration. When asked about means to explore space, the majority agreed that space should be explored both by mankind and machines, scoring ""generating new scientific knowledge and advance human culture"" as the most important reason for keeping exploring space. Although the greater number of supporters said that more money should be allocated to civil space activities, there were some concerns about risk and value. This paper will investigate the views and attitudes towards space exploration of this segment of the population and how it may relate to support for space exploration.",Article,,,Aug 20,0,"
Request full-text",0,3,545
The presence and potential impact of psychological safety in the healthcare setting: an evidence synthesis,"['Katherine Grailey', 'E. Murray', 'Tom W. Reader', 'S. J. Brett']","Introduction Psychological safety is the shared belief that the team is safe for interpersonal risk taking. Its presence improves innovation and error prevention. This evidence synthesis had 3 objectives: explore the current literature regarding psychological safety, identify methods used in its assessment and investigate for evidence of consequences of a psychologically safe environment. Methods We searched multiple trial registries through December 2018. All studies addressing psychological safety within healthcare workers were included and reviewed for methodological limitations. A thematic analysis approach explored the presence of psychological safety. Content analysis was utilised to evaluate potential consequences. Results We included 62 papers from 19 countries. The thematic analysis demonstrated high and low levels of psychological safety both at the individual level in study participants and across the studies themselves. There was heterogeneity in responses across all studies, limiting generalisable conclusions about the overall presence of psychological safety. A wide range of methods were used. Twenty-five used qualitative methodology, predominantly semi-structured interviews. Thirty quantitative or mixed method studies used surveys. Ten studies inferred that low psychological safety negatively impacted patient safety. Nine demonstrated a significant relationship between psychological safety and team outcomes. The thematic analysis allowed the development of concepts beyond the content of the original studies. This analytical process provided a wealth of information regarding facilitators and barriers to psychological safety and the development of a
… Read more",Article,1 , BMC Health Services Research,Aug 9,1,"
Download",0,3,64
The sounds of safety silence: Interventions and temporal patterns unmute unique safety voice content in speech,"['Mark Noort', 'Tom W. Reader', 'Alex Gillespie']","Research shows that withholding safety concerns on encountering hazards-safety silence-is a critical contributor to accidents. Studies therefore aim to prevent accidental harm through interventions for reducing safety silence. Yet, the behaviour remains poorly understood, obstructing effective safety management: it is unclear to what extent safety silence involves muted safety voice (the partial withholding of safety concerns), and how muted safety voice can be recognised in speech, may be measured based on the degrees and types of safety voice (speaking up about safety), progresses over time, and may be optimally reduced. To improve safety management, this study proposes a conceptual model for the manifestation of safety silence and muted safety voice using a laboratory experiment (N = 404) to evaluate the implications for the effectiveness of three interventions (salient hazards, clear responsibilities, encouragements) across stages of a hazard. Results indicated that safety silence and muted safety voice are measurable in terms of the degree to which concerned people engage in five types of safety voice at different points in time, and we revealed this is important for safety management: interventions only unmute safety voice at unique hazard stages and for knowledge-based speech when people are concerned. This indicates that safety silence and muted safety voice are situated and can be recognised in nuanced speech, with interventions being most effective when timed appropriately and people have safety concerns to speak up about.",Article,1 , Safety Science,Aug 1,1,"
Download",2,4,71
Identification of Sensitive Driving Situations to Guide the Design of a Learning Tool for Automated Vehicle Drivers,"['Hugo Cusanno', 'Christine Vidal-Gomel', 'Sophie Le Bellu']",,Book,,,Jul 25,0,"
Request full-text",0,0,5
Intensivists’ beliefs about rapid multiplex molecular diagnostic testing and its potential role in improving prescribing decisions and antimicrobial stewardship: a qualitative study,"['Alyssa M. Pandolfo', 'Robert Horne', 'Yogini Jani[...]', 'Suveer Singh']","Background Rapid molecular diagnostic tests to investigate the microbial aetiology of pneumonias may improve treatment and antimicrobial stewardship in intensive care units (ICUs). Clinicians’ endorsement and uptake of these tests is crucial to maximise engagement; however, adoption may be impeded if users harbour unaddressed concerns or if device usage is incompatible with local practice. Accordingly, we strove to identify ICU clinicians’ beliefs about molecular diagnostic tests for pneumonias before implementation at the point-of-care. Methods We conducted semi-structured interviews with 35 critical care doctors working in four ICUs in the United Kingdom. A clinical vignette depicting a fictitious patient with signs of pneumonia was used to explore clinicians’ beliefs about the importance of molecular diagnostics and their concerns. Data were analysed thematically. Results Clinicians’ beliefs about molecular tests could be grouped into two categories: perceived potential of molecular diagnostics to improve antibiotic prescribing (Molecular Diagnostic Necessity) and concerns about how the test results could be implemented into practice (Molecular Diagnostic Concerns). Molecular Diagnostic Necessity stemmed from beliefs that positive results would facilitate targeted antimicrobial therapy; that negative results would signal the absence of a pathogen, and consequently that having the molecular diagnostic results would bolster clinicians’ prescribing confidence. Molecular Diagnostic Concerns included unfamiliarity with the device’s capabilities, worry that it would detect non-pathogenic bacteria, uncertainty whether it would fail to detect pathogens, and discomfort with withholding antibiotics until receiving mo
… Read more",Article,,,Jul 17,0,"
Download",0,0,33
Organising for disruptive innovation: everyday entrepreneuring efforts at an incumbent technology company,['Lisa Whitelaw'],"In an age of disruptions leading organisations need to embrace new ways of working to maintain their competitive advantage. Yet how to do so within the constraints of established business practices remains unclear. In a longitudinal ethnographic case study I investigated in real-time over a period of three years an incumbent organisation’s efforts to organise for disruptive innovation from an organisation-creation perspective. Using a processual, practice-based, engaged scholarship approach, I followed the situated development of six potentially disruptive innovation projects on-the-ground as they unfolded at Thales UK, a leading multinational technology company. As a full member of Thales UK Research, Technology and Innovation (RTI), I observed and contributed directly to the company’s efforts to organise for disruptive innovation from an insider account. I show how the company’s efforts to organise for disruptive innovation interrupted organisational members’ collectively held practical understandings of their work, illuminate how the established organisational arrangement is used in everyday performative efforts to organise for disruptive innovation, and illustrate how the entrepreneurial development of disruptive opportunities over time is both shaped by and impacts on the organisational context they develop within. In a confessional tale I share my experience of studying and contributing to the company’s efforts to organise for disruptive innovation in real-time as a toolkit for other researchers to engage in similar scholar-practitioner collaborative research arrangements. I draw together my findings in a process model of organising for disruptive innovation in an incumbent organisation. I contribute to the
… Read more",Thesis,,,Jul 17,0,"
Request full-text",0,0,19
Getting the whole story: Integrating patient complaints and staff reports of unsafe care,"['Jackie van Dael', 'Alex Gillespie', 'Tom W. Reader[...]', 'Erik Mayer']","Objective It is increasingly recognized that patient safety requires heterogeneous insights from a range of stakeholders, yet incident reporting systems in health care still primarily rely on staff perspectives. This paper examines the potential of combining insights from patient complaints and staff incident reports for a more comprehensive understanding of the causes and severity of harm. Methods Using five years of patient complaints and staff incident reporting data at a large multi-site hospital in London (in the United Kingdom), this study conducted retrospective patient-level data linkage to identify overlapping reports. Using a combination of quantitative coding and in-depth qualitative analysis, we then compared level of harm reported, identified descriptions of adjacent events missed by the other party and examined combined narratives of mutually identified events. Results Incidents where complaints and incident reports overlapped (n = 446, reported in 7.6%’ of all complaints and 0.6% of all incident reports) represented a small but critical area of investigation, with significantly higher rates of Serious Incidents and severe harm. Linked complaints described greater harm from safety incidents in 60% of cases, reported many surrounding safety events missed by staff (n = 582), and provided contesting stories of why problems occurred in 46% cases, and complementary accounts in 26% cases. Conclusions This study demonstrates the value of using patient complaints to supplement, test, and challenge staff reports, including to provide greater insight on the many potential factors that may give rise to unsafe care. Accordingly, we propose that a more holistic analysis of critical safety incidents can be achieved through combining heterogeneo
… Read more",Article,1 , Journal of Health Services Research & Policy,Jul 10,0,"
Download",1,2,38
Safety voice and safety listening during aviation accidents: Cockpit voice recordings reveal that speaking-up to power is not enough,"['Mark Noort', 'Tom W. Reader', 'Alex Gillespie']","Safety voice is theorised as an important factor for mitigating accidents, but behavioural research during actual hazards has been scant. Research indicates power distance and poor listening to safety concerns (safety listening) suppresses safety voice. Yet, despite fruitful hypotheses and training programs, data is based on imagined and simulated scenarios and it remains unclear to what extent speaking-up poses a genuine problem for safety management, how negative responses shape the behaviour, or how this can be explained by power distance. Moreover, this means it remains unclear how the concept of safety voice is relevant for understanding accidents. To address this, 172 Cockpit Voice Recorder transcripts of historic aviation accidents were identified, integrated into a novel dataset (n = 14,128 conversational turns), coded in terms of safety voice and safety listening and triangulated with Hofstede’s power distance. Results revealed that flight crew spoke-up in all but two accidents, provided the first direct evidence that power distance and safety listening explain variation in safety voice during accidents, and indicated partial effectiveness of CRM training programs because safety voice and safety listening changed over the course of history, but only for low power distance environments. Thus, findings imply that accidents cannot be assumed to emerge from a lack of safety voice, or that the behaviour is sufficient for avoiding harm, and indicate a need for improving interventions across environments. Findings underscore that the literature should be grounded in real accidents and make safety voice more effective through improving ‘safety listening’.",Article,1 , Safety Science,Jul 1,0,"
Request full-text",3,3,84
Understanding decisions about antibiotic prescribing in ICU: an application of the Necessity Concerns Framework,"['Alyssa M Pandolfo', 'Robert Horne', 'Yogini Jani[...]', 'Stephen J Brett']","Background Antibiotics are extensively prescribed in intensive care units (ICUs), yet little is known about how antibiotic-related decisions are made in this setting. We explored how beliefs, perceptions and contextual factors influenced ICU clinicians’ antibiotic prescribing. Methods We conducted 4 focus groups and 34 semistructured interviews with clinicians involved in antibiotic prescribing in four English ICUs. Focus groups explored factors influencing prescribing, whereas interviews examined decision-making processes using two clinical vignettes. Data were analysed using thematic analysis, applying the Necessity Concerns Framework. Results Clinicians’ antibiotic decisions were influenced by their judgement of the necessity for prescribing/not prescribing, relative to their concerns about potential adverse consequences. Antibiotic necessity perceptions were strongly influenced by beliefs that antibiotics would protect patients from deterioration and themselves from the ethical and legal consequences of undertreatment. Clinicians also reported concerns about prescribing antibiotics. These generally centred on antimicrobial resistance; however, protecting the individual patient was prioritised over these societal concerns. Few participants identified antibiotic toxicity concerns as a key influencer. Clinical uncertainty often complicated balancing antibiotic necessity against concerns. Decisions to start or continue antibiotics often represented ‘erring on the side of caution’ as a protective response in uncertainty. This approach was reinforced by previous experiences of negative consequences (‘being burnt’) which motivated prescribing ‘just in case’ of an infection. Prescribing decisions were also
… Read more",Article,1 , BMJ quality & safety,Jun 10,1,"
Download",3,4,62
Sounds of silence: Data for analysing muted safety voice in speech,"['Mark Noort', 'Tom W. Reader', 'Alex Gillespie']","Transcribed text from simulated hazards contains important content relevant for preventing harm. By capturing and analysing the content of speech when people raise (safety voice) or withhold safety concerns (safety silence), communication patterns may be identified for when individuals perceive risk, and safety management may be improved through identifying potential antecedents. This dataset contains transcribed speech from 404 participants (nstudents = 377; nfemale = 277, Age M(sd) = 22.897(5.386)) engaged in a simulated hazardous scenario (walking across an unsafe plank), capturing 18,078 English words (M(sd) = 46.117(37.559)). The data was collected through the Walking the plank paradigm (Noort et al, 2019), which provides a validated laboratory experiment designed for the direct observation of communication in response to hazardous scenarios that elicit safety concerns. Three manipulations were included in the design: hazard salience (salient vs not salient), responsibilities (clear vs diffuse) and encouragements (encouraged vs discouraged). Speech between two set timepoints in the hazardous scenario was transcribed based on video recordings and coded in terms of the extent to which speech involved safety voice or safety silence. Files contain i) a .csv containing the raw data, ii) a .csv providing variable description, iii) a Jupyter notebook (v. 3.7) providing the statistical code for the accompanying research article, iv) a .html version of the Jupyter notebook, v) a .html file providing the graph for the .html Jupyter notebook, vi) speech dictionaries, and vii) a copy of the electronic questionnaire. The data and supplemental files enable future research through providing a dataset in which participants can be disting
… Read more",Article,1 , Data in Brief,Jun 2,0,"
Download",0,0,18
