title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Burden of Transport-Related Injuries in the Eastern Mediterranean Region: A Systematic Analysis for the Global Burden of Disease Study 2017 GBD 2017 EMR Transport Injuries Collaborators IRANIAN MEDICINE,"['Saeid Safiri', 'Mark', 'Mark J M Sullman[...]', 'Mohsen Naghavi']",,Article,,,Sep 16,1,"
Download",0,10.2,184
Behavioural response to illness: development and validation of a self-report measure of illness behaviour avoidance,"['Inês A. Trindade', 'Helena Pinto', 'Ana Allen Gomes[...]', 'Nuno Bravo Ferreira']","A robust scale capable of assessing illness-related experiential avoidance (EA) in any given medical condition is currency lacking. Further, there is no available measure that assesses EA related to illness behaviours, i.e., actions and/or reactions in relation to feeling unwell that have the purpose of defining one’s state of health and obtaining physical or emotional relief from perceived or actual illness. This study intends to fill this significant gap by presenting the development and psychometric test of a measure of EA related to illness behaviour, the Illness Behaviour Avoidance Scale (IBAS). A total of 370 Portuguese adults with chronic illness participated in the study. The structure and validity of the IBAS was tested through an Exploratory Factor Analysis (EFA; n = 185), a Confirmatory Factor Analysis (CFA; n = 185), and reliability analyses. The IBAS presented a 7-item unifactorial structure, with good global (CMIN/DF = 2.08; CFI = 0.97; TLI = 0.94; SRMR = 0.04; RMSEA = 0.08, p = 0.139) and local adjustments (SRWs 0.56–0.73; SMCs 0.31–0.53). It also presented a good internal consistency (with αs = 0.82), and construct and discriminant validity. The IBAS appears to be a significant improvement from the use of previous EA measures in illness contexts. This scale can provide a measurement of whether the behavioural response to any given condition is a manifestation of EA.",Article,1, Current Psychology,Aug 22,1,"
 access options",0,2.2,44
"Letter to the editor regarding: “Cannabis and its Constituents for Cancer: History, Biogenesis, Chemistry, and Pharmacological Activities”","['Ali Taghizadieh', 'Jalal Hanaee', ""Javad Ghazi-Sha'rbaf[...]"", 'Reza Mohammadinasab']",,Article,1, Pharmacological Research,Feb 1,0,"
Request full-text",0,0.3,22
Validation of the greek version of the body image-acceptance and action questionnaire,"['Maria Karekla', 'Evangelia Z. Mavraki', 'Patrisia Nikolaou', 'Maria Koushiou']","The present study aimed to examine the psychometric properties and factorial structure of the Greek version of the Body Image-Acceptance and Action Questionnaire (BI-AAQ). The BI-AAQ assesses cognitive flexibility and acceptance relative to body image. Two samples: an all female middle and high school sample (N = 85; Age M = 17.97, SD = 2.74) and a college student sample (N = 240; Age M = 21.50; SD = 2.98) in Cyprus completed a set of self-reported eating-related questionnaires. Reliability analysis showed that the Greek BI-AAQ has high internal consistency and good item-total correlations. Principal Component Analysis (Sample 1) and Confirmatory Factor Analysis (Sample 2) supported a one-factor solution, as in the case of the original BI-AAQ. Hierarchical multiple regression predicting eating disorder behaviors (as assessed by the EDE-Q) from Weight Concerns (WCS) and BI-AAQ scores after controlling for BMI, produced a significant model, which accounted for 67% of variance. The BI-AAQ remained a significant predictor of eating disorder behaviors after controlling for BMI and weight concerns scores. The Greek version of the BI-AAQ questionnaire is thus a robust and reliable instrument. It adds to previous knowledge and research on the role of psychological flexibility and acceptance of body image in eating disorder behaviours and psychological difficulties.",Article,0, The European Journal of Counselling Psychology,,1,"
Download",3,7.2,279
The effectiveness of mass media campaigns in increasing the use of seat belts: A systematic review,"['Maryam Akbari', 'Kamran B Lankarani', 'Reza Tabrizi[...]', 'Mark J M Sullman']","Objective This systematic review and meta-analysis was conducted to determine the effectiveness of mass media campaigns for increasing the use of seat belts among drivers and front seat passengers. Methods We systematically searched the PubMed, EMBASE, Web of Science (WOS), and Scopus databases from November 1974 until June 2020 to identify before-after studies investigating the effect of mass media campaigns on seat belt use. The quality of all included studies was assessed using the National Institute of Health (NIH) tool. Chi-Squared tests and the I² statistic were used to evaluate inter-study heterogeneity, while the odds ratio (OR) was used as a measure of effect size. Results Of the 793 records initially identified, twenty articles were found to be appropriate for the current meta-analysis. Of these, 13, 5, and 2 studies were rated as good, fair, and poor quality, respectively. The meta-analysis finding using random effects model showed that mass media campaigns resulted in statistically significant increases in seat belt usage among drivers (OR= 1.40, 95% CI: 1.18- 1.68) and front seat passengers (OR= 1.54, 95% CI: 1.31- 1.82). Due to the presence of heterogeneity (I²: 99.7% for drivers; I²: 99.1% for front passengers), additional analyses were also undertaken. Sensitivity analyses showed that the pooled ORs remained consistent after removing each study one by one. Statistically significant increases in seat belt use among drivers were found in mass media campaigns which: had measurement periods longer than 12 months, were used in combination with enforcement activities, were published after 2000, and had good quality scores. Conclusion The current meta-analysis found that mass media campaigns
… Read more",Literature Review,1, Traffic Injury Prevention,,0,"
Download",0,2.4,53
Exploring the Relationship Between Self-Isolation and Distress Among People with Gastrointestinal Disorders During the COVID-19 Pandemic,"['Antonina A Mikocka-Walus', 'Dave Skvarc', 'Manuel Barreiro de Acosta[...]', 'Simon R. Knowles']","This study aimed to explore the association between perceived isolation and symptoms of distress in people with GI disorders at the time of the pandemic; and to examine factors which moderate this relationship. This online cross-sectional survey was advertised in May–September 2020 via patient organisations and associated social media. Overall, 831 people (82% female, mean age 49 years) from 27 countries participated. A significant relationship between social isolation and psychological distress was noted (r = .525, p < .001). GI symptoms moderated the association between isolation and distress (B = .047, t = 2.47, p = .015). Interventions targeting these factors may help to reduce distress in people with GI disorders at the time of major stressors such as the COVID-19 pandemic.",Article,1, Journal of Clinical Psychology in Medical Settings,,1,"
 access options",0,1.4,32
The anti-inflammatory potential of probiotics on skeletal diseases: Systematic review and meta-analysis of randomised controlled trials,"['Jenny Michael', 'Maria Moiseos', 'Nuno Bravo Ferreira', 'Antonia Sophocleous']",,Article,1, Bone Reports,Apr 1,0,"
Request full-text",0,0.3,6
Editorial: Small States and the ‘Corona Crisis’,"['Anna-Lena Högenauer', 'Külli Sarapuu', 'Nicos Trimikliniotis']","While the COVID-19 pandemic has been a global problem, small states have faced specific challenges related to their size. The economies of small states tend to be particularly dependent on open borders and the free movement of people: either in the form of tourists or because of mobile workers. The crisis disrupted established patterns in both of these spheres. At the same time, small states also benefitted from advantages. Small size tends to be related to higher social cohesion, flexible crisis management and easier tracking of infection chains. Despite the diversity of small states, their situation in the 'Corona crisis' is expected to differ from that of larger states. The aim of the section is to explore the small state governance of COVID-19. The articles focus on the challenges and opportunities faced by small states. The authors raise questions about the sustainability of economies with strong reliance on certain sectors, and emphasize the importance of diversification and digitalisation.",Article,,,Aug 18,0,"
Download",0,2.3,67
European Clinical Neuropsychology: Role in Healthcare and Access to Neuropsychological Services,"['Erich Kasten', 'Fernando Barbosa', 'Mary Kosmidis[...]', 'Erik Hessen']","This study analyzed aspects of the work of clinical neuropsychologists across Europe. There are no published comparisons between European countries regarding the nature of clinical neuropsychologists’ work. Forty-one national psychological and neuropsychological societies were approached, of which 31 (76%) responded. Data from seven countries with less than 10 neuropsychologists were excluded. A license is required to practice clinical neuropsychology in 50% of the countries. Clinical neuropsychologists work independently in 62.5%. Diagnostic/assessment work is the most frequently reported activity (54%). Most neuropsychologists work in public hospitals, followed by health centers. Adult neuropsychology was the most frequent area of activity. Services in public institutions are covered by public entities (45.8%), or by a combination of patient funds and public entities (29.2%) and only 4.2% by the patient; whereas services in private institutions are covered by the patient (26.1%) and the combination of patient, public entities (21.7%) or patient and private entities (17.4%). The data suggest that the number of neuropsychologists working across European countries is considerably low in comparison to other medical professionals. The results of the survey identified similar aspects of neuropsychologists’ work, despite variations in terms of reimbursement and mechanisms, reflecting economic and healthcare differences. Estimates on the number of clinical neuropsychologists suggest insufficient access to neuropsychological services.",Article,1, Healthcare,,1,"
Download",0,6.3,125
"Illness Perceptions of COVID-19 in Europe: Predictors, Impacts and Temporal Evolution",['Marios Constantinou'],,Article,,,Mar 19,0,"
Request full-text",0,0.1,3
Eating disorders among middle-school students: The role of psychological inflexibility and self-esteem,"['Maria Koushiou', 'Anthi Loutsiou', 'Maria Karekla']","This cross-sectional study aims to shed further light on the relation between self-esteem and Eating Disorders (EDs) as part of prevention efforts by testing the mediating role of psychological inflexibility in a sample of young teenagers. Four hundred and eighteen Greek-speaking students from one representative public middle school in Cyprus (43.90% males and 56.10% females; Mage = 13.71, SD = 1.00) were screened for ED pathology using the Eating Attitudes Questionnaire-26 (EAT-26) and completed the Rosenberg Self-Esteem Scale (RSE) and the Avoidance and Fusion Questionnaire for Youth (AFQ-Y8). Screening was part of a school-wide psychoeducational Campaign titled “Love Your Body-Young Teens”, which aimed to raise awareness on healthy body image and EDs within the school community. Correlations and bootstrapping mediation analyses were conducted to evaluate the relations between ED pathology, self-esteem, and psychological inflexibility. Mediation analyses results showed that psychological inflexibility partly mediates the relationship between self-esteem and ED pathology. These preliminary findings highlight the contributions of both the individual’s negative internal events and their meta-response to these events in the development of EDs. It lays the foundation for the delivery of research-informed psychological prevention efforts in the schools, aiming to increase psychological flexibility among students.",Article,0, International Journal of School & Educational Psychology,,0,"
Request full-text",1,1.3,59
COVID-19 Unmasked Global Collaboration Protocol: longitudinal cohort study examining mental health of young children and caregivers during the pandemic,"['Alexandra C De Young', 'Mira Vasileva', 'Joanna Boruszak - Kiziukiewicz[...]', 'Chrysanthi Lioupi']","Background Early empirical data shows that school-aged children, adolescents and adults are experiencing elevated levels of anxiety and depression during the COVID-19 pandemic. Currently, there is very little research on mental health outcomes for young children. Objectives To describe the formation of a global collaboration entitled, ‘COVID-19 Unmasked’. The collaborating researchers aim to (1) describe and compare the COVID-19 related experiences within and across countries; (2) examine mental health outcomes for young children (1 to 5 years) and caregivers over a 12-month period during the COVID-19 pandemic; (3) explore the trajectories/time course of psychological outcomes of the children and parents over this period and (4) identify the risk and protective factors for different mental health trajectories. Data will be combined from all participating countries into one large open access cross-cultural dataset to facilitate further international collaborations and joint publications. Methods COVID-19 Unmasked is an online prospective longitudinal cohort study. An international steering committee was formed with the aim of starting a global collaboration. Currently, partnerships have been formed with 9 countries (Australia, Cyprus, Greece, the Netherlands, Poland, Spain, Turkey, the UK, and the United States of America). Research partners have started to start data collection with caregivers of young children aged 1–5 years old at baseline, 3-months, 6-months, and 12-months. Caregivers are invited to complete an online survey about COVID-19 related exposure and experiences, child’s wellbeing, their own mental health, and parenting. Data analysis Primary study outcomes will be child mental health as assessed
… Read more",Article,1, European Journal of Psychotraumatology,,0,"
Download",1,2.4,48
How SARS-CoV-2 might affect potassium balance via impairing epithelial sodium channels?,"['Maryam Noori', 'Seyed Aria Nejadghaderi', 'Mark J M Sullman[...]', 'Saeid Safiri']","Severe acute respiratory syndrome coronaviruses 2 (SARS-CoV-2) is the causative agent of current coronavirus disease 2019 (COVID-19) pandemic. Electrolyte disorders particularly potassium abnormalities have been repeatedly reported as common clinical manifestations of COVID-19. Here, we discuss how SARS-CoV-2 may affect potassium balance by impairing the activity of epithelial sodium channels (ENaC). The first hypothesis could justify the incidence of hypokalemia. SARS-CoV-2 cell entry through angiotensin-converting enzyme 2 (ACE2) may enhance the activity of renin–angiotensin–aldosterone system (RAAS) classical axis and further leading to over production of aldosterone. Aldosterone is capable of enhancing the activity of ENaC and resulting in potassium loss from epithelial cells. However, type II transmembrane serine protease (TMPRSS2) is able to inhibit the ENaC, but it is utilized in the case of SARS-CoV-2 cell entry, therefore the ENaC remains activated. The second hypothesis describe the incidence of hyperkalemia based on the key role of furin. Furin is necessary for cleaving both SARS-CoV-2 spike protein and ENaC subunits. While the furin is hijacked by the virus, the decreased activity of ENaC would be expected, which causes retention of potassium ions and hyperkalemia. Given that the occurrence of hypokalemia is higher than hyperkalemia in COVID-19 patients, the first hypothesis may have greater impact on potassium levels. Further investigations are warranted to determine the exact role of ENaC in SARS-CoV-2 pathogenesis.",Literature Review,1, Molecular Biology Reports,Aug 17,1,"
 access options",0,1.2,55
Understanding performance anxiety in the adolescent musician,['Ioulia Papageorgi'],"Research in musical performance anxiety so far has mainly focused on adult professional musicians. Additionally, studies have mostly maintained a `clinical approach' to musical performance anxiety, focusing on the diagnosis, assessment and treatment of maladaptive performance anxiety and its effects on selected groups of musicians. The aim of this thesis was to fill some of these gaps by exploring the experience of musical performance anxiety from the perspective of adolescent musicians. 410 students aged 12-19, all attending junior conservatoires and / or youth orchestras in the UK and Cyprus, responded to a self-report questionnaire. The questionnaire dealt with a range of learning and performance issues and yielded both quantitative and qualitative data. Performance anxiety was measured with the Adolescent Musicians' Performance Anxiety Scale (AMPAS), designed specifically for the needs of this study. Results revealed that performance anxiety was an issue for a significant percentage of students. Differences in performance anxiety level intensity were related to nationality and gender, but not to age. Susceptibility to experiencing performance anxiety, task efficacy and quality of performance environment were important factors in determining the intensity of experienced performance anxiety. Performance anxiety was found to be a multi-faceted construct, influenced by a variety of factors relating to self-perceptions, situational parameters, identity and culture, and family environment. Student attainment was influenced by performance anxiety. Achievement of higher Grades was related to the experience of higher levels of performance anxiety and perceptions of receiving positive feedback were
… Read more",Thesis,,,Dec 2,0,"
Download",9,5.7,39
Amazon Island: Revisiting Female Intimacy in Luz María Umpierre-Herrera's The Margarita Poems,['Marilena Zackheos'],"Zackheos argues that Umpierre-Herrera's poetry collection calls forth a female affiliation, which can queerly combat multiple social oppressions and in the process also recuperatively revise a Puerto Rican metanarrative of subordination to one of self-determination. She situates her argument within current conversations about affect, postcolonial forms of resistance, queer and diasporic subjectivities, and transnational connections in Latino cultures. The chapter showcases the representation of intimacy and the ways in which it addresses notions of home, identity, and belonging.",Article,6, Frontiers A Journal of Women Studies,Sep 10,0,"
Download",1,0.5,5
Driver Aggression and Anger,"['Mark J M Sullman', 'Amanda Stephens']","Aggressive driving is a global road safety issue. Aggressive driving is recognized as being a substantial contributor to motor vehicle crashes and is ranked as one of the leading concerns for motorists. Estimates show that drivers, when aggressive, have 35 times the odds of crashing than when not aggressive. Nevertheless, aggressive driving receives less research attention than other driver behaviors, such as distraction or impaired driving, despite having comparable or higher odds of crash involvement. This is likely to be due to a number of different reasons, including a confusion between anger and aggression, inconsistent definitions for aggressive driving, and uncertainty over whether road rage forms a part of aggressive driving.",Article,,,May 21,0,"
Request full-text",0,0.7,12
The Avoidance and Fusion Questionnaire for Youths AFQ-Y8 Validation in Greek-speaking adolescents,"['Vasilis S. Vasiliou', 'Maria Koushiou', 'Maria Karekla', 'Anthi Loutsiou']","The current study evaluates whether the Avoidance and Fusion Questionnaire for Youth (AFQ-Y8) is suitable for measuring psychological inflexibility in Greek speaking adolescents (N=1019). Based on previous underlying theory of Acceptance and Commitment Therapy (ACT), the initial 50-item scale of AFQ converged into a short 8-item scale for youth (Greco, Lambert, & Baer 2008). The short version of the AFQ questionnaire (AFQ-Y8) was used. The AFQ was adapted in Greek and administered to high school students (mean age=14.79, SD=1.058) in the context of two larger studies from which results were merged to examine the questionnaires’ psychometric properties. An exploratory factor analysis with principal components extraction and an oblique rotation revealed a single factor accounting for 43.08% of the variability. A reliability analysis showed a Cronbach’s alpha coefficient of .81 for the factor. The next step was to ensure that the AFQ-Y8 is correlated with theoretically expected outcomes (concurrent and predictive validity), thus, results will be presented as an explanation for its predictive and convergent validity testing the AFQ-Y8 with related and unrelated measures. Based on the results, AFQ-Y8 appears to have adequate internal consistency in the Greek speaking population. In conclusion, the Greek AFQ-Y8 is a useful tool in evaluating psychological inflexibility and for group-based research in adolescents. Theoretical and clinical implications will be discussed.",Poster,,,,0,"
Download",1,22.6,936
ARISTOTLE'S VISION OF POLITICAL EUDAIMONIA QUA THE DIVINE IN ETHICA NIKOMACHEA,['Pavlos E Michaelides'],"This paper firstly explores Aristotle's moral vision of eudaimonia or 'happiness' in Ethica Nichomachea (EN). The ensuing discussion points out that the life of excellence (arête) in all classical Greek philosophy culminates in the attainment of eudemonic being, equivocating likeness to the divine to the highest possible degree. The paper goes on to disclose significant differences concerning happiness between the moral and political philosophy of Aristotle and that of his predecessors, Socrates, and Plato. In turn, the present inquiry explores Aristotle's claim in EN that the education of a sufficient number of citizens of superior refinement best accomplishes human flourishing in both the private and public spheres. According to Aristotle, the paramount achievement of eudaimonia in individuals and the city-state happens through the moral and intellectual education of citizens of refinement in political science (politike episteme). Consequently, the present exploration carefully investigates the crux of Aristotle's vision of educating citizens of quality as this aspect of his ethics best illumines the holistic aim scope and curriculum of his proposed study in politike episteme (the science integrating all sciences). Finally, the present endeavor explores the superiority that Aristotle allots to contemplative or divine theoria in the latter part of his ethical treatise (Book X.7-8), where, he establishes a hierarchy between phrõnesis (practical wisdom) and theoria (contemplative wisdom), ascertaining the higher standing of the latter, a claim that inevitably leads him into paradox. Nevertheless, he also considers that perhaps contemplative wisdom surpasses divine reason, therefore, any form of duality between 'lower' an
… Read more",Article,,,"Dec 28, 2020",0,"
Download",0,1.1,249
The impact of the coronavirus (COVID-19) pandemic on individuals with gastrointestinal disorders: A protocol of an international collaborative study,"['Nuno Bravo Ferreira', 'Antonina A Mikocka-Walus', 'Miranda A L Van Tilburg[...]', 'Simon R. Knowles']","Objective: The COVID-19 pandemic has had a significant impact on mental health across the globe. People living with a chronic gastrointestinal (GI) disorder might be particularly at risk of mental health complications given higher rates of comorbid anxiety and depression compared to the healthy population. As GI disorders affect up to 40% of the population worldwide, this international collaborative study seeks to evaluate the extent of the impact of the COVID-19 pandemic on GI symptoms specifically and more generally on the well-being of those living with chronic GI conditions. Methods: A longitudinal survey with three time points (baseline, 6-month, and 12-month) will be conducted online. Adult participants with GI disorders from multiple countries will be recruited via patient associations, social media advertising, utilizing snowball sampling. Participants will be invited to complete a battery of questionnaires including demographic and health parameters, and measures of gastrointestinal symptoms, fear of COVID-19, perceived impact of COVID-19, illness perceptions, coping, depression, anxiety, stress, catastrophizing, and quality of life, using validated measures where available. Statistical analyses will include univariate descriptive models, multivariate models utilizing regression, mediation, and moderation, and latent growth models. Conclusions: This project may present novel information to the field of psychogastroenterology and may provide crucial information regarding the areas of impact for individuals with GI disorders during and following the pandemic. Further, this information can guide healthcare providers and patient associations on how to target support related to the pandemic mental he
… Read more",Article,1, Journal of Psychosomatic Research,Jul 2,0,"
Download",2,3.4,59
Re-Racialisation of Migrants and the ‘Refugee Crisis’ During COVID-19,['Nicos Trimikliniotis'],,Chapter,,,,0,"
Download",0,1.5,22
