title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Fighting the Resource Curse: The Rights of Citizens Over Natural Resources,"['Jeremie Gilbert', 'Leif Wenar']","Respect for the rights of peoples over natural resources is crucial for the flourishing of communities and states. This article confirms that international law ascribes robust resource rights both to indigenous peoples and to citizens of independent states. These resource rights include indigenous peoples’ right to free, prior, and informed consent and citizens’ rights that resource revenues are never used corruptly but are used first to secure their means of subsistence. Resource rights are human rights, respect for which requires substantial reforms in the practices of corporations and investors as well as in the laws of resource-importing and resource-exporting states.",Article,,,Jul 21,0,"
Download",1,2,20
"Land Grabbing, Investors, and Indigenous Peoples: New Legal Strategies for an Old Practice?",['Jeremie Gilbert'],,Article,5 , SSRN Electronic Journal,,0,"
Download",0,0,3
"Burden, Risk Factors and Outcomes Associated with Gestational Diabetes in A Population-Based Cohort of Pregnant Women from North India","['Stuti Bahl', 'Neeta Dhabhai', 'Sunita Taneja[...]', 'Ranadip Chowdhury']","Background: The burden of gestational diabetes mellitus (GDM) appears to be increasing in India and may be related to the double burden of malnutrition. The population-based incidence and risk factors of GDM, particularly in lower socio-economic populations, are not known. We conducted analyses on data from a population-based cohort of pregnant women in South Delhi, India, to determine the incidence of GDM, its risk factors and association with adverse pregnancy outcomes (stillbirth, preterm birth, large for gestational age babies) and need for caesarean section. Methods: We analyzed data from the intervention group of the Women and Infants Integrated Interventions for Growth Study (WINGS), an individually randomized factorial design trial. An oral glucose tolerance test (OGTT) was performed at the time of confirmation of pregnancy, and for those who had a normal test (≤140 mg), it was repeated at 24-28 and at 34-36 weeks. Logistic regression was performed to ascertain risk factors associated with GDM. Risk ratios (RR) were calculated to find association between GDM and adverse pregnancy outcomes and need for caesarean section. Results: 19.2% (95% CI: 17.6 to 20.9) pregnant women who had at least one OGTT were diagnosed to have GDM. Women who had prediabetes at the time of confirmation of pregnancy had a significantly higher risk of developing GDM (RR 2.08, 95%CI 1.45 to 2.97). Other risk factors independently associated with GDM were woman’s age (adjusted OR (AOR) 1.10, 95% CI 1.06 to 1.15) and BMI (AOR 1.04, 95% CI 1.01 to 1.07). Higher maternal height was found to be protective factor for GDM (AOR 0.98, 95% CI 0.96 to 1.00). Women with GDM, received appropriate treatment did not h
… Read more",Preprint,,,Jul 17,1,"
Download",0,1,31
Gestational weight gain and pregnancy outcomes: Findings from North Indian pregnancy cohort,"['Ranadip Chowdhury', 'Nitika Nitika', 'Tarun[...]', 'Nita Bhandari']","Despite the high prevalence of inadequate gestational weight gain (GWG) and adverse pregnancy outcomes, very few studies have addressed the association between GWG and pregnancy outcomes in South Asia. Our objectives were to estimate the prevalence of GWG during the second and third trimesters within, below and above the Institute of Medicine (IOM) guidelines, and to estimate the effect of the rate and adequacy of GWG on gestational age at the time of delivery, weight, length, length-forage z-score (LAZ), weight-for-length z-score (WLZ) and adverse pregnancy outcomes, namely prematurity, small-for-gestational age (SGA), low birth weight (LBW), stunting and wasting at birth. We analysed data from the intervention group of the Women and Infants Integrated Interventions for Growth Study (WINGS), which is an ongoing individually randomized factorial design study. Of the 1332 women analysed, 40.2% [95% confidence interval (CI) 37.5 to 42.8] had GWG below the IOM guidelines. For every 100-g/week increase in GWG, birth weight increased by 61 g, birth length by 0.16 cm, LAZ score by 0.08 SD, WLZ score by 0.14 SD, and gestational age at birth by 0.48 days. Women with GWG below the IOM guidelines had a higher relative risk of adverse pregnancy outcomes (44% for LBW, 27% for SGA, 32% for stunting and 42% for wasting at birth) than women who had GWG within the IOM guidelines, except for prematurity. The association between GWG and LAZ scores at birth was modified by early pregnancy body mass index (BMI). GWG is a strong predictor of newborn anthropometric outcomes and duration of gestation but not prematurity. K E Y W O R D S gestational weight gain, length-forage z-score, low birth weight, prematurity, small-for-gestational age, stunting",Article,1 , Maternal and Child Nutrition,Jul 8,0,"
Download",0,2,51
Reviewed Work(s): Post-Conflict Institutional Design: Peacebuilding and Democracy in Africa by Abu Bakarr Bah Review by: Michael Nwankpa,['Michael Nwankpa'],"Sadly, post-independent African countries have been saddled with ethnic, natural resources, and poor governance-related conflicts as they face the uphill challenge of nation-building. The heterogeneous and pluralistic nature of African postcolonial countries with their diverse ethnic groups has proven to be a serious challenge to the enjoyment of peace in the continent. Most African states have failed to manage the ethnic differences resulting in many of the civil wars in the continent. Africa’s natural resources have also been identified as a critical factor in Africa’s most brutal civil wars. Africa is endowed with natural resources, but unfortunately, this has not translated into material wealth and prosperity for the millions of African citizens who live in abject poverty. The abundance of natural resources in Africa has become a curse rather than a blessing, as it has provoked a vicious cycle of conflict and political violence. The conflicts in Africa have also been attributed to poor governance by African leaders. It is against this context that Post-Conflict Institutional Design gains salience",Book,,,Jun 20,0,"
Request full-text",0,,5
"3 Labelling conflict groups in Nigeria: A comparative study of Boko Haram, Niger Delta, IPOB, and Fulani Militia",['Michael Nwankpa'],"In 2011, Nigeria established its first anti-terrorism legislation and Boko Haram was proscribed as a terrorist group in 2014. In 2017, the Indigenous People of Biafra (IPOB)-a secessionist movement in the South-East of Nigeria, became the second conflict group or social movement to be proscribed by the anti-terror law. Unlike Boko Haram, IPOB’s struggle is underlined, to a large extent, by genuine grievance and its modi operandi is largely non-violent. Unsurprisingly, the proscription of IPOB did not generate the same worldwide recognition and support as that of Boko Haram. Rather, it attracted national and international condemnations. Yet, the Nigerian government has not reversed its action. This raises important questions regarding the motivation for proscribing IPOB and the impact on the group’s transformation as well as on other conflict groups and situations across Nigeria. Interestingly, the current government led by President Buhari, a Fulani, has been noticeably silent or at best expressed weak response to the ‘terrorist’ acts committed by the Fulani militia group. Also, the government’s reluctance to proscribe the militant groups in the oil rich Niger Delta region counteracts any argument regarding fairness in the application of the anti-terrorism law. This chapter therefore analyses the characteristics of each conflict group and why they attract the kind of labelling, and the implications of such on the transformation of the conflict group and the benefits or drawbacks to the government and the conflict actors.",Chapter,,,,0,"
Request full-text",0,0,29
Drag Performers’ Perspectives on the Mainstreaming of British Drag: Towards a Sociology of Contemporary Drag,"['Mark McCormack', 'Liam Wignall']","Drag performance has entered mainstream British culture and is gaining unprecedented appreciation and recognition, yet no sociological accounts of this transformation exist. Using an inductive analysis of in-depth interviews with 25 drag performers, alongside netnography of media and other public data, this article develops a sociological understanding of the mainstreaming of drag. There are two clear reasons for the success of drag. First, there is a pull towards drag: it is now seen as a viable career opportunity where performers receive fame rather than social stigma in a more inclusive social zeitgeist, even though the reality is more complex. Second, there is a push away from other creative and performing arts because heteronormative perspectives persist through typecasting and a continued professional stigma associated with drag. In calling for a sociology of drag, future avenues for research on contemporary drag are discussed, alongside the need for the sociology of cultural and creative industries to incorporate sexuality as both a subject and analytic lens.",Article,1 , Sociology,May 30,0,"
Download",0,1,44
Indigenous Peoples and Peace Agreements: Transforming Relationships or Empty Rhetoric?,['Jeremie Gilbert'],,Chapter,,,May 11,0,"
Download",1,1,8
Healing social and physical bodies: Commemorating the Dead,['John Eade'],,Chapter,,,May 11,0,"
Download",0,0,13
Pilgrimage,"['John Eade', 'Evgenia Mesaritou']","The multifaceted nature of contemporary pilgrimage cannot be understood from one particular discipline and, as a consequence, its study has become increasingly multidisciplinary and global in approach. Anthropologists have made a major contribution to pilgrimage studies but significant research has also been produced by those based in history, religious studies, tourism studies, geography, ethnology and folklore studies, for example, and by those undertaking research outside Europe and North America, including in the Near East, northern and southern Africa, the Asia Pacific region, Oceania, and Latin America. The contemporary practice of pilgrimage is also not restricted to institutional religion. Visits to nonreligious sites have become increasingly popular, reflecting historical change. Large numbers of people are attracted to sites of suffering, such as the First World War battlefields in France, Belgium, and Turkey; the site of the Auschwitz concentration camp in Poland and the Vietnam Memorial in Washington, DC, and places associated with icons of popular culture, e.g., Elvis Presley’s grave in Memphis, Tennessee (see Reader and Walter 1993, cited under Development of the Anthropological Study of Pilgrimage). Furthermore, those journeying to and from religious pilgrimage sites have often little or no interest in institutional religion. Moreover, pilgrimage cannot be studied in isolation from wider contexts. Hence, as detailed in various sections in this article, close attention has been paid to the intimate relationship between pilgrimage and tourism, while increasing interest is being shown in the role played by political and economic processes in the development of pilgrimage. Evgenia Mesaritou’s Fellowship has received
… Read more",Chapter,,,,0,"
Download",1,2,29
Changes in Sexual Fantasy and Solitary Sexual Practice During Social Lockdown Among Young Adults in the UK,"['Cory J Cascalheira', 'Mark McCormack', 'Emma Portch', 'Liam Wignall']","Introduction: Pandemic-related social lockdown limited many sexual behaviors, but to date, no study has examined the perceived impact of social lockdown due to COVID-19 on sexual fantasy and solitary sexual behavior. Aims: The present study sought to examine the perceived impact of social lockdown on sexual fantasy and solitary sexual behavior among UK young adults in various living situations. Methods: A convenience sample of 565 adults aged 18-32 and living in the UK completed anonymous, web-based, study-specific questionnaires between May 14 and 18, 2020, 7 weeks after social lockdown was initiated. Mixed-method analyses were conducted. Main outcome measures: The study presents qualitative and quantitative data. Criterion variables were measured dichotomously as increases (vs no change) in sexual fantasy and increases (vs no change) in pornography consumption. Predictor variables were living arrangement, relationship status, and postlockdown changes in masturbation and pornography consumption. Results: Of all, 34.3% engaged in more sexual fantasizing during lockdown; women were more likely than men to report this increase. Living context and relationship status were predictors of increased fantasizing. Of all, 30.44% reported an increase in at least one solitary sexual practice. This increase was associated with an increase in sexual fantasizing and also with increased pornography consumption. Nineteen percent of participants reported an increase in pornography use, with men being more likely than women to report this increase. Participants mostly attributed their increases to boredom, increased free time, and replacing partnered sex. Conclusion: Shifts in sexual fantasizing and solitary sexua
… Read more",Article,1 , Sexual Medicine,May 6,1,"
Download",1,6,160
The Normalization of Leisure Sex and Recreational Drugs: Exploring Associations Between Polydrug Use and Sexual Practices by English Festival-Goers,"['Mark McCormack', 'Fiona Measham', 'Liam Wignall']","The relationship between drug use and sexual practice is complex. Significant focus has been placed on risky practices, yet the broader associations between drug use and sexual activities remain elusive outside such contexts. This is despite similar trends of liberalizing attitudes and practices being identified in each area, theorized as the normalization of recreational drug use and the liberalization of consensual sexual practice. In this article, we draw on convenience sample surveys of 966 festival-goers at an English music festival in 2016 and 2019 to assess prevalence of polydrug use and to examine whether people who consume illicit drugs are more likely to engage in sexual behaviors considered more liberal than the traditional norm. We show that people who reported polydrug use in the last 12 months were significantly more likely to engage in non-traditional sexual behaviors, including sex with a friend and anal sex, in that same time period. In combining and comparing two usually distinct discourses, this exploratory study suggests that the normalization of drugs and the liberalization of consensual sexual practices are related and can be conceptualized as part of a broader societal acceptance and cultural accommodation of illicit drug use and particular sexual practices as leisure activities, despite markedly different policy and legal contexts for each activity. We conclude that the concept of “normalization” may be more appropriate to understanding changes in sexuality than “liberalization” in the context of “leisure sex” and call for further cross-disciplinary research on drugs and sex using this approach.",Article,1 , Contemporary Drug Problems,Apr 23,1,"
Download",2,2,37
Living the Global City: Globalization as Local Process,"['Robert J. S. Ross', 'John Eade']",,Article,8 , Contemporary Sociology,Apr 22,0,"
Request full-text",0,,2
Placing London: From Imperial Capital to Global City,"['Harvey Molotch', 'John Eade']",,Article,2 , Contemporary Sociology,,0,"
Request full-text",0,,3
"12. Nationalism, Community, and the Islamization of Space in London",['John Eade'],,Chapter,,,,0,"
Request full-text",48,24,4
CERD’s contribution to the development of the rights of indigenous peoples under international law,['Jeremie Gilbert'],"The chapter reviews CERD's contribution to the development of the rights of indigenous peoples under international law, as inter alia the first human rights treaty monitoring body to adopt a specific general recommendation on the rights of indigenous peoples.",Chapter,,,Apr 19,0,"
Download",0,0,21
Changes in Sexual Desire and Behaviors among UK Young Adults During Social Lockdown Due to COVID-19,"['Liam Wignall', 'Emma Portch', 'Mark McCormack[...]', 'Terri Cole']","This study examined self-reported changes in young adults' sexual desire and behaviors during the most significant social restrictions imposed to deal with COVID-19. Drawing on a survey of 565 British adults aged 18-32 collected at the peak of social lockdown restrictions, we document an overall decrease in sexual behaviors consistent with abiding by social restrictions. We found that the levels of sexual desire reported by women (but not men) decreased compared with reports of pre-lockdown levels. Participants in serious relationships reported more increases in sexual activity than people who were single or dating casually, and there were significant differences according to gender and sexual orientation. The perceived impact of subjective wellbeing of people with high sociosexuality scores was disproportionately associated with social lockdown but there was no effect for general health. Thus, the impact on sexuality and general wellbeing should be considered by policymakers when considering future social restrictions related to COVID-19 or other public health emergencies.",Article,1 , The Journal of Sex Research,Apr 5,1,"
Download",14,13,229
Indigenous Peoples,['Jeremie Gilbert'],"The rights of indigenous peoples under international law have evolved greatly since the late 1980s. Efforts by indigenous peoples to get their rights recognized under international law started during the League of Nations in the early 1920s, but it was only in 2007 that the General Assembly of the United Nations (UN) adopted the United Nations Declaration on the Rights of Indigenous Peoples (UNDRIP). The adoption of the declaration not only marks an important moment in terms of lawmaking; it also represents the achievement of long decades of lobbying and advocacy from indigenous peoples’ representatives. The UN declared the decade 1994–2004 as the First International Decade of the World’s Indigenous Peoples, and later 2005–2015 was declared the second such decade. The main objective was the strengthening of international cooperation for the solution of problems faced by indigenous people in such areas as human rights, the environment, education, and health. As a result, in 2002, the Permanent Forum on Indigenous Issues was established as an advisory body to the UN Economic and Social Council. But it was only in 2007 that the UN General Assembly adopted the UNDRIP, which universally proclaims and consolidates a specific international legal corpus of rights for indigenous peoples. The adoption of the declaration is representative of the significant legal developments of the rights of indigenous peoples under international law. The international legal framework concerns general human rights such as nondiscrimination and equality, as well as very specific collective rights such as self-determination, cultural rights, land rights, and control over natural resources. The establishment of a specific corpus of
… Read more",Chapter,,,Mar 30,0,"
Request full-text",0,0,13
Towards new development paradigms: the United Nations Declaration on the Rights of Indigenous Peoples as a tool to support self-determined development,"['Jeremie Gilbert', 'Corinne Lennox']",,Chapter,,,,0,"
Request full-text",0,0,8
The Invention of Sacred Places and Rituals: A Comparative Study of Pilgrimage,['John Eade'],"During the last twenty years around the world there has been a rapid increase in the number of people visiting long established religious shrines as well as the creation of new sites by those operating outside the boundaries of institutional religion. This increase is intimately associated with the revival of traditional routes, the creation of new ones and the invention of new rituals (religious, spiritual and secular). To examine this process I will focus on the European region and two contrasting destinations in particular-the Catholic shrine of Lourdes, France, and the pre-Christian shrine of Avebury, England-drawing on my personal involvement in travelling to both destinations and being involved in ritual activities along the route and at the two destinations. In the discussion section of the paper I will explore the relevance of these two case studies to the analysis of power, agency and performance and the ways in which they expose (a) the role of institutions and entrepreneurs in creating rituals and sacred places and (b) the relationship between people and the domesticated landscape.",Preprint,,,Mar 26,0,"
Download",0,7,139
Dis-othering Monstrosity in Rhetorics of the 'Wrong Body',['Caterina Nirta'],,Article,1 , Culture Theory and Critique,Feb 8,0,"
Request full-text",0,0,4
A Critique of the Model of Gender Recognition and the Limits of Self-Declaration for Non-Binary Trans Individuals,['Caterina Nirta'],"This article considers the model of recognition in the Gender Recognition Act Gender Recognition Act 2004. https://www.legislation.gov.uk/ukpga/2004/7/pdfs/ukpga_20040007_en.pdf Accessed 10 Jan 2021. (GRA) and, through a critique of the value of stability pursued through this legislation, argues that recognition as a model is incompatible with the variety of experiences of non-binary trans-identified individuals. The article then moves on to analyse self-declaration, part of the proposed reform recently dismissed by the Government. While self-declaration contains provisions that would minimise the length of the process of recognition as well as the level of intrusiveness and stigma associated with it, this analysis highlights some fundamental theoretical concerns with its over-reliance on the strict dialectical logics on recognition and its structural inability to account for and respond to the challenges posed by non-binary trans individuals.",Article,1 , Law and Critique,,0,"
Download",0,0,96
Contesting the Sacred: The Anthropology of Christian Pilgrimage,"['Charles Stewart', 'John Eade', 'Michael J. Sallnow']",,Article,2 , Journal for the Scientific Study of Religion,Feb 5,0,"
Download",364,183,61
What’s Behind the Figures? An Investigation into Recent Polish Migration to the UK,"['Stephen Drinkwater', 'John Eade', 'Michal Garapich']",,Chapter,,,Feb 5,0,"
Request full-text",0,,0
Introduction to Contesting The Sacred,['John Eade'],Introduction to the edited volume Contesting the Sacred: The Anthropology of Christian Pilgrimage,Chapter,,,Feb 4,0,"
Download",2,3,126
Diasporas and cities,['John Eade'],,Chapter,,,Feb 3,0,"
Request full-text",0,,0
All Quiet on the Eastern Front? Bangladeshi Reactions in Tower Hamlets,"['Halima Begum', 'John Eade']",,Chapter,,,,0,"
Request full-text",10,5,5
Understanding the Local-Global Dichotomy and Drivers of the Boko Haram Insurgency,['Michael Nwankpa'],"Nigeria with its neighboring countries has endured a decade (2009–19) of insurgent attacks from Boko Haram, an Islamic fundamentalist group, that have led to the death of over 30,000 people, displacement of over three million people, and the destruction of properties. Boko Haram has remained active and dangerous, despite the relatively successful counter-terrorism and counter insurgency efforts by the Nigerian military, the regional counterterrorism force, and assistance from the international community. Several publications on Boko Haram have shed light on its different aspects and manifestations, but questions remain. This article attempts to answer two inadequately answered questions: first, is Boko Haram a local or global terrorist organization? Second, is Boko Haram driven by ideology, grievance, or greed? The article seeks to connect the dots and tie the loose ends by assessing the group's motivations, threats, activities, and responses.",Article,,,Jan 7,0,"
Request full-text",0,1,49
"Introduction to the Special Issue: Understanding Boko Haram's Past, Present, and Trajectory",['Michael Nwankpa'],"Since Boko Haram turned violent in 2009, it has remained active despite the massive response from the Nigerian military and the multinational joint task force. Nigeria has invested a lot in the military fight and received significant international military assistance to stop the terrorist insurgency. Military intervention remains prevalent as well as a substantial nonviolent approach, including a range of political solutions, diplomacy, and conciliatory measures. However, Boko Haram, a Salafi Jihadist group seeking to establish a Sharia state in Nigeria, has shown the capacity to survive and adapt. This special issue critically evaluates the factors that have sustained the group and provides an understanding as to the impacts and limitations of the counterinsurgency approaches. The key contribution of the special issue is its bold attempt to provide insight into the evolution of the group and determine effective counter-approaches.",Article,,,,0,"
Request full-text",0,0,14
Sacralising the Landscape: Water and the Development of a Pilgrimage Shrine,['John Eade'],"This chapter will explore the ways in which Roman Catholic institutions seek to control nature in the form of water through the process of sacralisation. I begin with an historical overview of sacralising the landscape through Catholic pilgrimage and then introduce two theoretical approaches within pilgrimage studies (the phenomenological and relational) towards this process in the context of contemporary pilgrimage. This leads to a detailed case study of Lourdes, one of the most popular European pilgrimage shrines, where the landscape has been radically altered through the process of sacralisation where two types of water-the spring uncovered by St Bernadette during her visions in 1858 and associated with 'miraculous' healing and the river Gave-play an ever-present and potentially disruptive role. I focus particularly on the internal landscape of the baths where people engage intimately with the spring water and draw on my own experience of working as a helper between 1968 and 1992 and then again between 2013 and 2017. This enables me to explore the sensuous experience of bathing and issue of risk and trust by drawing on both discursive representations and the relational perspective. This eclectic approach also helps us to place Lourdes and its changing landscape within a wider environmental and political-economic context. Nature and Place Pilgrimage The subjugation of nature by human institutions to create an ordered, predictable and 'sacred' landscape has a long history. Machu Pichu, Stonehenge, Rome, Jerusalem, Mecca and Varanasi are just some of the most famous pilgrimage sites where landscapes reveal how the local habitat has been sacralised in the pursuit of religious interests. However, in the Christian tradition 'place
… Read more",Preprint,,,Jan 4,0,"
Download",0,6,154
Welfarisation: Women's experiences of drug policy,['Natasha Du Rose'],"Chapter 6 discusses the social welfare strand of drug policy discourse and the technology of welfarisation. Welfarisation constructs individuals or groups as needing social support or constitutes them as unworthy of it. How female drug users are targeted for welfarisation or ‘soft-policing’ through formal and informal social control mechanisms is explored. Interventions in the lives of female users presented as policies and practices of welfare (concerned with their well-being) are often experienced as intrusive, coercive and punitive. This chapter investigates the surveillance and regulation of drug using women through welfare and social work policies and practices. Some contextual background including neoliberal policies focusing on risk and responsibility is provided. How welfarisation policies such as the denial of social security benefits and social work interventions impact on female users and their children is discussed. According to the Advisory Council on the Misuse of Drugs (ACMD) in Hidden harm, the children of drug-using parents are likely to be exposed to a range of hazards ‘as a result of parental problem drug use’ (ACMD, 2011, p 10, emphasis added). These include physical and emotional abuse or neglect, dangerously inadequate supervision, toxic substances in the home and exposure to criminal or other inappropriate adult behaviour. However, also included in the list of problems apparently caused by drug use are poverty, inadequate accommodation and unsatisfactory education (ACMD, 2011). Drug-using parents are therefore responsibilised for a range of social problems they may experience, which are constituted as in their control and as an outcome of their behaviour. The
… Read more",Chapter,,,"Dec 30, 2020",0,"
Download",0,0,22
