title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Encounters with liminality: - transformative practices in the building of an adoptive family,['Louise Sims'],"In England the macro context of adoption practice is characterised by radical change across administrative, political and organisational systems. The adoption regionalisation programme is underpinned by a policy commitment to speed up ‘matching’ processes. The Adoption and Children (Coronavirus) (Amendment) Regulations 2020 states that adoptions should ‘proceed swiftly’ and some agencies are pioneering online and virtual introductions between children and prospective adopters. This paper offers a timely contribution to practice debates and scholarship in this area. Drawing on a collaborative doctoral study, ‘everyday’ practices are considered through an emergent theoretical framework, the ‘liminal hotspot’. The analysis hones in on the transformative practices generated in the early matching stages and the role of the social worker in their mediation and management. This paper supports findings from other studies that suggest that when matches are rushed necessary processing of complex dynamics is by-passed,creating unnecessary vulnerabilities in the fabric of new families.",Article,0 , Journal of Social Work Practice,Mar 19,0,"
Download",0,0,22
Time for a Well-Deserved Tribute to Social Work’s Research Resilience and a Call for a Long Overdue Debate,"['Vasilios Ioakimidis', 'Reima Ana Maglajlic']",,Article,1 , British Journal of Social Work,Mar 8,0,"
Request full-text",0,0,4
Surgical site infections: would stricter adherence to published clinical guidelines result in significant reduction in rates?,"['Sophie McDonald', 'Alasdair Bott']","Surgical site infections remain a prominent cause of hospital-acquired infection and are responsible for increased morbidity and mortality and considerable cost. Recommendations for strategies to reduce the rate of surgical site infections have been made by many over the years. In 2016, the World Health Organization published a robust set of guidelines with the same intention. Unfortunately, the rate of surgical site infection has not reduced as would be hoped with compilation of a large body of evidence. This article will examine those recommendations and consider if implementation of universal guidelines can successfully reduce rates of surgical site infection. Barriers to implementation of guidelines will also be contemplated, as if these factors are not addressed any future interventions will also likely by futile.",Article,0 , Surgery (Oxford),Mar 2,0,"
Request full-text",2,1,5
"Conquer the Clutter: Strategies to Identify, Manage and Overcome Hoarding, Elaine Birchall and Suzanne Cronkwright",['Suzy Braye'],,Article,0 , British Journal of Social Work,Feb 4,0,"
Request full-text",0,0,3
Engaging diversities in a changing world: a statement from the new editors of Children & Society,"['Liam Berriman', 'Deevia Bhana', 'Sarah Crafter[...]', 'Yuwei Xu']","We are very pleased to have this opportunity to introduce ourselves as the new editorial team, and to share with you our vision for the journal over the coming years. We would like to begin by thanking the outgoing editorial team, comprising Janet Boddy, Sara Bragg, Wendy Sims-Schouten and Rachael Stryker, for their highly skilled leadership in growing and developing the journal and its audience over the last 4 years. We particularly note their willingness to push the boundaries of theoretical developments in Childhood Studies in their themed section on The Future of Childhood Studies and Children & Society (Stryker et al., 2019). They have left us with big boots to fill. Our arrival on the journal comes during highly challenging times globally, with the Covid-19 pandemic , the climate crisis and widening socioeconomic inequalities. A global reckoning with sexual misconduct and racial injustice as witnessed in the #MeToo and #BlackLivesMatter movements has both challenged and inspired research and activism in raising awareness of the pernicious effects of inequalities. This raises important questions about the relationship between significant events in society and children's lives: what do these movements teach us about childhood and what does the study of childhood teach us about these movements? Now, more than ever, there is a pressing need to ensure that the voices and lives of children are well represented across research, policy and practice. During these times, we will endeavour to continue the mission of making Children & Society a key resource for practitioners, policy-makers and scholars seeking an understanding o
… Read more",Article,1 , Children & Society,Jan 25,0,"
Download",0,1,29
"Madness After the War: Experiences and life stories of people who experienced distress before, during and after the war","['Reima Ana Maglajlic', 'Halida Vejzagic', 'Jasmin Palata', 'China Mills']","A report from the ISRF funded co-produced study on experiences of mental distress before during and after the conflict in Bosnia and Herzegovina. The report includes 20 stories of people's experiences developed based on the interviews conducted during the study. This small scale qualitative study utilised the lens of mad studies and border thinking to interpret the results. Participants stressed the importance of having an opportunity to share their experiences with the public and relevant professionals. They also signpost the positive experience they had of community-based mental health services, the importance of initiatives run by people who are experts by experience, as well as the importance of family, friends and community support. Their stories also evidence the importance of socio-economic determinants of mental distress as well as it's link to different types of violence (including gender-based violence). Available at: https://tkfenix.ba/istrazivacka-studija-ludost-nakon-rata/",Research,,,Jan 15,0,"
Download",0,0,29
Unaccompanied Young Females and Social Workers: Meaning-Making in the Practice Space,"['Rachel Larkin', 'Michelle Lefevre']","This article considers the role and importance of the intersubjective practice space created between social workers and unaccompanied young females (UYFs)—girls and young women under eighteen years of age, who arrive in a country, not in the care of a parent or guardian, and claim asylum in their own right. The voices of UYFs are under-represented in the literature and there is very little research which considers social work with this marginalised group. Through a study of how UYFs and practitioners in England experienced and constructed each other during their everyday practice encounters, we discuss the potential of the practice space for creating mutual understandings and enabling positive changes. Analysis revealed that their subjective and affective experience of their encounters and of each other, both as individual humans and as representations of particular categories (asylum-seeker/looked-after child and professional helper/agent of the state), influenced how they engaged, communicated, co-constructed understandings of each other and viewed the process and outcomes of the social work contact. We argue for the importance of practice encounter spaces, their distinctiveness from what is written in policy and law and their potential as a site for creativity and change.",Article,0 , British Journal of Social Work,Jan 13,0,"
Request full-text",1,0,8
COVID-19 and frontline health workers in West Africa: a scoping review,"['Kingsley Pereko', 'Edward Kwabena Ameyaw', 'Shaibu Bukari[...]', 'Alfred Dickson Dai-Kosi']","Introduction The novel Coronavirus 2019 (COVID-19) has become a severe global health threat since its emergence. Overcoming the virus is partly dependent on the holistic wellbeing of frontline health workers. Implications of COVID-19 on frontline health workers in West Africa could be substantial given the limited resources and logistics. This scoping review maps available literature on the impact of COVID-19 on frontline health workers in West Africa. Materials and methods Literature on the impact of COVID-19 on frontline health workers in West Africa were searched in six databases namely Cochrane Library, PubMed, EMBASE, Google Scholar, Africa Journals Online (AJOL) and CINAHL. Further search was done across websites of the ministries of health of West African countries and notable organisations. We conducted a narrative synthesis of the findings taking cognisance of the overarching purpose of the study and the research question. Results Of the 67 studies identified, 19 were included in the final synthesis. Three main themes emerged and these are impact of COVID-19 on frontline health workers, drivers of susceptibility to COVID-19 and government/donor support. A greater number of the studies originated from Nigeria. Each study reported at least one impact of COVID-19 on frontline health workers in West Africa. The impacts included death, fear, unwillingness to attend to COVID-19 patients and stigmatisation. Some health workers were not adhering to the safety protocols coupled with periodic shortage of personal protective equipment (PPE) and thereby had an increased susceptibility. Conclusion Being the first scoping review on the impac
… Read more",Preprint,,,Jan 1,0,"
Download",0,3,48
Human Trafficking: A Spotlight on Sex Trafficking,"['Dominique Roe-Sepowitz', 'Kristine E. Hickle']",,Chapter,,,"Dec 25, 2020",0,"
Request full-text",0,0,2
"Editorial: New Beginnings and Enduring Concerns—Inequalities, Social Justice and Understanding of Structural Issues in Social Work Practice, Education and Knowledge Production","['Reima Ana Maglajlic', 'Vasilios Ioakimidis']",,Article,0 , British Journal of Social Work,"Dec 24, 2020",0,"
Request full-text",1,0,8
