title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
A New Perspective from Time Use Research on the Effects of Lockdown on COVID-19 Behavioral Infection Risk,"['Jonathan Gershuny', 'Oriel Sullivan', 'Almudena Sevilla[...]', 'Pierre Walthery']","We present findings from the first two waves of an innovative, population-representative, UK time-use diary survey conducted both pre- and mid-lockdown, using an online diary instrument that proved both reliable and quick-to-field. Combining diary information on activity, location, and co-presence to estimate infection risks associated with daily behavior, we show clear changes in such behavior related to infection risk between the pre- and mid-lockdown periods: a substantial reduction of time spent in those behaviors with the highest levels of risk, accompanied by an equivalent increase in low-risk behavior. Because, in general, a populations' time use changes relatively slowly, the behavioral changes revealed may be interpreted directly as a consequence of the UK COVID-19 'lockdown' regulations. Subsequent waves will reveal the behavioral consequences of future changes in regulation.",Article,0 , SSRN Electronic Journal,Nov 20,0,"
Download",0,0,4
Intergenerational Persistence in Income and Social Class: The Impact of Within-Group Inequality,"['Jo Blanden', 'Paul Gregg', 'Lindsey Macmillan']",,Article,1 , SSRN Electronic Journal,Nov 20,0,"
Request full-text",1,0,6
"Accounting for Intergenerational Income Persistence: Noncognitive Skills, Ability and Education","['Jo Blanden', 'Paul Gregg', 'Lindsey Macmillan']",,Article,7 , SSRN Electronic Journal,,0,"
Request full-text",0,0,3
Widening Participation in Higher Education: Analysis Using Linked Administrative Data,"['Haroon Chowdry', 'Claire Crawford', 'Lorraine Dearden[...]', 'Anna Vignoles']",,Article,0 , SSRN Electronic Journal,Nov 20,0,"
Request full-text",0,,2
The Effectiveness of English Secondary Schools for Pupils of Different Ability Levels,"['Lorraine Dearden', 'John Micklewright', 'Anna Vignoles']",,Article,1 , SSRN Electronic Journal,,0,"
Request full-text",0,,1
Reflections on the US College Loans System: Lessons from Australia and England,"['Nicholas Barr', 'Bruce James Chapman', 'Lorraine Dearden', 'Susan M. Dynarski']",,Article,8 , SSRN Electronic Journal,,0,"
Request full-text",1,0,2
Comparative investigation on detonation initiation process of transient plasma ignition and spark ignition,"['J.-L. Yu', 'L.-M. He', 'Wansu Ding[...]', 'Y.-J. Jiang']","In order to investigate the initiation detonation possibility of the transient plasma ignition for pulse detonation engine, a transient plasma ignition, which could be used for pulse detonation engine, was designed. Comparisons were made between the processes of spark ignition and transient plasma ignition. Compared with the spark ignition, the transient plasma ignition has larger ignition area. Based on those, the initiation detonation by spark ignition and transient plasma ignition were simulated. The fuel is CH4. The results show that, compared with the spark ignition, the transient plasma ignition could reduce the Deflagration to Detonation Transition (DDT) time by 64% and distance by 22%, respectively.",Article,3 , Tuijin Jishu/Journal of Propulsion Technology,Nov 13,0,"
Request full-text",4,2,6
Analysis on characteristic of DC electric aircraft plasma ignitor jet,"['Y.-D. Lan', 'L.-M. He', 'Wansu Ding[...]', 'X. Chen']","A self-prepared DC aircraft plasma ignitor was tested to research jet characteristic, in which the impair of voltage was excluded by keeping the DC output voltage of plasma power at 24 V. Spectrometer was adopted to measure the emission spectrum of argon plasma jet at the ignitor exit, the boltzmann curve slope method was applied to calculate the jet electron temperature, and the ionization equilibrium equation was used to calculate jet temperature and to measure a law that length, electron temperature and jet temperature of ignitor exit jet length vary with arc current and flow rate. The experiment show that the arc current decreases as the inlet argon flow rate rises; the exit jet length increases first as the arc current rises and then decreases as the inlet argon flow rate rises; and the exit electron temperature and jet temperature increase with arc current and decrease with inlet argon flow rate rising. Moreover, whether the electron temperature could be used to replace jet temperature in aircraft plasma arc jet was discussed.",Article,0 , Gaodianya Jishu/High Voltage Engineering,,0,"
Request full-text",3,1,1
Emission spectrum analysis of DBD from plasma combustion-supporting actuator,"['H.-L. Du', 'L.-M. He', 'Wansu Ding[...]', 'J. Yu']","In order to study the evolution laws of the excited particles in air plasma and optimize the combustion-supporting parameters, this paper has carried on an experimental measuring and analysis on DBD emission spectrum with actuators electrodes of different shapes, electrode gaps, gas flow, discharge conditions, voltage and frequency. The experiment results show that spectrum of meshy electrode configurations is the most intensive, the next and the lowest are stripline and paratactic electrode shape; emission spectral intensity decrease while the electrode distance increase; and the curve is a simile semi-parabolic, the optimum gas flow is 60 gram per second; once the applied voltage or frequency increase, micro-discharge channels will increase, emission spectral line intensity will strengthen.",Article,0 , Gaoya Dianqi/High Voltage Apparatus,,0,"
Request full-text",0,0,5
"Income, ethnic diversity and family life in East London during the first wave of the pandemic: An assets approach","['Claire Cameron', ""Margaret O'Brien"", 'Lydia Whitaker[...]', 'Hanan Hauari']","Objective: This paper reports first results from a survey of 992 parents and parents to be living in an ethnically diverse and socio-economically unequal borough of East London during the coronavirus pandemic that reduced mobility, closed services and threatened public health. Background: Little is known about the place based impacts of the pandemic on families with young children. We describe the living circumstances of families with children under five or expecting a baby living in Tower Hamlets during the Coronavirus pandemic in 2020, and then examine the relative importance of household characteristics such as ethnicity and household income for adverse impacts on survey respondents, as seen in mental health outcomes. Method: a community survey sample recruited with support from the local council comprised 75% mothers/pregnant women, 25% fathers/partners of pregnant women. Reflecting the borough population, 35 percent were White British or Irish and 36 percent were Bangladeshi, and the remainder were from a wide range of ethnic backgrounds. Adopting an assets based approach, we describe material, familial and community assets using three household income bands and seven ethnic groups. We then use regressions to identify which assets were most important in mitigating adversity. Results: We find that material assets (income, employment, food insecurity, housing quality) were often insecure and in decline but familial assets (home caring practices, couple relationships) were largely sustained. Community assets (informal support, service provision) were less available or means of access had changed. Our analyses find that while descriptively ethnicity structured adverse impacts of the pandemic related changes to family lif
… Read more",Article,,,Nov 10,0,"
Request full-text",0,0,5
Global stakeholder perspectives of home birth: a systematic scoping review,"['Ginny Brunton', 'Samira Wahab', 'Hassan Sheikh', 'Beth Murray-Davis']","Home birth is experienced by people very differently worldwide. These experiences likely differ by the type of stakeholder involved (women, their support persons, birth attendants, policy-makers), the experience itself (low-risk birth, transfer to hospital, previous deliveries), and by the health system within which home birth occurs (e.g., high-resource versus low- and middle-resource countries). Research evidence of stakeholders’ perspectives of home birth could usefully inform personal and policy decisions about choosing and providing home birth, but the current literature is fragmented and its breadth is not fully understood. We conducted a systematic scoping review to understand how the research literature on stakeholders’ perspectives of home birth is characterized in terms of populations, settings and identified issues, and what potential gaps exist in the research evidence. A range of electronic, web-based and key informant sources of evidence were searched. Located references were assessed, data extracted, and descriptively analyzed using robust methods. Our analysis included 460 full reports. Findings from 210 reports of studies in high-resource countries suggested that research with fathers and same-sex partners, midwives, and vulnerable populations and perspectives of freebirth and transfer to hospital could be synthesized. Gaps in primary research exist with respect to family members, policy makers, and those living in rural and remote locations. A further 250 reports of studies in low- and middle-resource countries suggested evidence for syntheses related to fathers and other family members, policy makers, and other health care providers and examination of issues related to emergency transfer t
… Read more",Article,1 , Systematic Reviews,Nov 5,1,"
Download",0,0,19
Sexual Orientations and Identities Among Sexual Minority Emerging Adults: Marc E. D. Svensson and David M. FrostMarc E. D. Svensson and David M. Frost,"['Marc E. D. Svensson', 'David M Frost']","This chapter focuses on the development of sexual orientations and identities among sexual minority emerging adults, such as lesbian, gay, bisexual, queer, pansexual, and other non-heterosexual sexual identities. The importance of sociohistorical context when examining sexual orientations and identity development is considered in explaining why emerging adults increasingly question binary constructs of both sexuality and gender, and more often adopt fluid and shifting identities, compared to older generations. New psychological frameworks accounting for these more diverse ways of approaching sexual identity and gender identity are reviewed. Nevertheless, health disparities among sexual minority emerging adults still prevail, and the minority stress framework is utilized to explain and understand the underlying reasons. The chapter concludes with suggestions on directions for future research on sexual orientations and identities in emerging adulthood.",Chapter,,,Nov 4,0,"
Request full-text",0,0,3
Ethnic and sexual identities: inequalities in adolescent health and wellbeing in a national population-based study,"['Amal Khanolkar', 'David M Frost', 'Victoria Redclift[...]', 'Evangeline Tabor']","Aims To examine inequalities related to dual sexual- and ethnic-identities in risk for health, wellbeing, and health-related behaviours in a nationally representative sample of adolescents. Methods 9,789 adolescents (51% female) aged 17 years from the UK-wide Millennium Cohort Study, with data on self-identified sexual- and ethnic-identities. Adolescents were grouped into White-Heterosexual, White sexual minority (White-SM), ethnic minority (EM)-heterosexual, and ethnic- and sexual minority (EM-SM). Mental health (e.g., self-reported psychological distress, doctor-diagnosed depression, attempted suicide, victimisation), general health (self-rated health, chronic illness, BMI) and a range of health-related behaviours (e.g., smoking, substance use) were assessed by questionnaires. Associations between dual identities and outcomes were analysed using logistic and linear regression (adjusted for sex and parental income). Results Sexual minorities (White:18% and ethnic minority:3%) had increased odds for mental ill-health and attempted suicide, with higher odds in White-SM than EM-SM. Compared to White-heterosexuals, White-SM and EM-SM had higher odds for psychological distress (OR 3.47/2.24 for White-SM/EM-SM respectively), and emotional problems (OR 3.17/1.65). White-SM and EM-SM had higher odds for attempted suicide (OR 2.78/2.02), self-harm (OR 3.06/1.52), and poor sleep quality (OR 1.88/1.67). In contrast, White-Heterosexual and White-SM groups had similarly high proportions reporting risky behaviours except for drug use (OR 1.34) and risky sex (OR 1.40) more common in White-SM individuals. EM-Heterosexuals and EM-SM individuals had decreased odds for health-related behaviours. Conclusions Sexual minori
… Read more",Preprint,,,,0,"
Download",0,2,46
Supplemental info - EM-SM paper.pdf,"['Amal Khanolkar', 'David M Frost', 'Victoria Redclift', 'Rebekah Lydia Amos']",,Data,,,,0,"
Download",0,0,15
The complicated connection between closeness and the quality of romantic relationships,"['David M Frost', 'Allen J. LeBlanc']","Closeness is often considered synonymous with better quality romantic relationships. However, individual differences exist in the degree of closeness people desire in their relationships. This study examined the implications that discrepancies between actual and ideal closeness have for relationship quality in romantic couples. A questionnaire was administered to a sample of 103 cohabiting couples ( N = 206) in the United States, who were randomly selected from a nationally representative survey panel. Dyadic analysis using actor–partner interdependence models with latent outcomes revealed that internal discrepancies between actual and idealized closeness were associated with poorer relationship quality for both individuals and their partners. These associations persisted above and beyond the effects of actual closeness and dyad-level differences in actual and ideal closeness. The association between closeness and relationship quality may be more individual than dyadic in nature, warranting renewed attention to the idiographic experience of closeness and its association with relational well-being.",Article,1 , Journal of Social and Personal Relationships,Nov 4,0,"
Download",0,2,38
The upstanding for promotion-prevention (UPP) program: A motivation science approach to encourage active bystanding,"['Shane McCarty', 'Kyle Pacque', 'Jordan Ashton Booker[...]', 'Megan Arnold']","We developed an integrative Upstanding for Promotion-Prevention (UPP) program based on the decision-making steps of a revised bystander intervention model (i.e., notice an opportunity; interpret the situation; assume responsibility; select a promotion or prevention strategy; take action: Latané & Darley, 1970; McCarty, Arnold, Booker, Pacqué, & Liskey, 2021). Program participants experience a promotion track or prevention track to impact either the promoting pathway by changing assets or the protecting pathway by addressing risks and protective factors. The UPP program offers a motivation science approach to encourage upstanders to promote benefit and prevent harm in schools and on college campuses, within workplaces, online, and throughout communities.",Preprint,,,Nov 2,0,"
Request file",0,0,14
Well-being of children born after medically assisted reproductionKindeswohl nach medizinisch assistierter Reproduktion,"['Alice Goisis', 'Mikko Myrskylä']","Background The increasing number and proportion of children born after medically assisted reproduction (MAR) has raised concerns and motivated research about the impact of MAR on the well-being and development of children. Objective We summarize existing studies on the well-being and development of children conceived through MAR. Materials and methods Review of existing studies. Results Children conceived through MAR are at increased risk of adverse birth outcomes such as low birthweight and preterm delivery compared to naturally conceived children. The higher rates of multiple births amongst MAR-conceived children continue to represent an important driving factor behind these disparities. Reassuringly, elective single embryo transfer (eSET)—which is associated with more favourable pregnancy outcomes among MAR-conceived children—is becoming more common. Despite the early life health disadvantages, the evidence on later life outcomes such as physical, cognitive and psychosocial development is generally reassuring. On average, MAR-conceived children show similar or better outcomes than naturally conceived children. The selected and advantaged socioeconomic characteristics of parents who conceive through MAR are likely to play an important role in explaining why, on average, MAR-conceived children perform better than naturally conceived children—particularly in terms of cognitive outcomes. In contrast, there is some evidence pointing to potentially increased risks of mental health problems among MAR-conceived children. Conclusion There is need for continued monitoring and longer follow-up studies on the well-being of these children in order to better understand whether their outcomes ar
… Read more",Article,1 , Der Gynäkologe,Oct 29,0,"
Request full-text",0,0,8
Cultural Humility in Education as Advocacy,['Kate Luxion'],A micro essay on the necessity of cultural humility in childbirth education in order to address disparities in health equity for marginalised populations.,Research,,,Oct 25,0,"
Download",0,0,4
Levelling the Playing Field: A Case Study on the Benefits of Integrating Student Feedback Through Fluid Course Development,['Kate Luxion'],,Conference Paper,,,Oct 23,0,"
Request full-text",0,0,2
Sexual orientation and health behaviors among college students in Italy,"['Maria Sironi', 'Julie Fricke']","Studies regarding sexual orientation and health behaviors have largely neglected the Italian context. This research utilizes the second wave of the ‘Sexual and Emotional Life of Youths’ (SELFY) data set to compare the health behaviors of sexual minority (SM) and heterosexual college students in Italy. Results showed that bisexual women were more likely than heterosexual women to smoke both 1–7 and 8+ cigarettes per day, get drunk sometimes and often/very often, and use marijuana and/or ecstasy sometimes and often/very often. Homosexual women were more likely than heterosexual women to smoke 1–7 cigarettes per day, get drunk often/very often, and use marijuana and/or ecstasy often/very often. Homosexual men were more likely than heterosexual men to smoke 8+ cigarettes per day, but less likely to get drunk often/very often. Bisexual men were less likely than heterosexual men to participate in physical activity sometimes, often, and very often. Finally, bisexual men were less likely to exercise often than homosexual men. This work highlights that SM college students in Italy, particularly women, are more likely to engage in specific risky health behaviors compared to their heterosexual counterparts. More attention needs to be given to SMs in Italy to inform the Italian national health care system and to ensure that the appropriate care can be provided when required.",Article,1 , Genus,Oct 21,1,"
Download",0,0,12
Participatory research in and against time,['Rachel Rosen'],"The staccato rhythms of experiential time remain obscured in much of the literature on participatory research, where time is treated as a reassuring constant – a backdrop for human activity. This article addresses the discordances between lived temporalities and existing theorisations of participatory methodologies. It takes participatory research with lone child migrants as a particularly rich case to think with, given the proliferation of contradictory and often punitive applications of time these young people encounter in their interactions with migration and welfare regimes. The core argument developed is that unless temporality is given due theoretical and methodological attention, aims of contesting and unsettling inequities through participatory research will have limited success and can wind up reproducing exclusions and oppressions. In response to these critiques, the paper temporalizes participatory research through three reconstructions: working with and against time, de-centring shared time and collectivising the time of participatory research.",Article,1 , Qualitative Research,Oct 18,0,"
Download",0,2,35
Gender inequality in work-family balance,['Oriel Sullivan'],"Gender inequalities in work–family balance have wide-reaching ramifications: women shoulder the greatest burden of unpaid work and care, both decreasing their opportunities for employment and contributing significantly to the gender pay gap. Concerted measures at both the policy and ideological level are required to redress this problem. // Recent statistics show a gender pay gap of 16% in Europe1, and 18% in the USA2, despite half a century of women moving into paid employment. Gender inequality in pay is intricately linked to gender inequality in work–family balance, especially in the division of paid and unpaid work. Women shoulder the greatest burden of unpaid work and care, decreasing their opportunities for employment and career progression. The extent and cross-national scope of this inequality is a pressing matter on an international level, and it will require both innovative policy approaches and major shifts in attitudes to amend it.",Article,9 , Nature Human Behaviour,Sep 30,0,"
Download",19,14,679
"TRANSGENDER PARENTHOOD, PARTICIPATION IN CHILDREN'S LIFE AND ASSOCIATION WITH DISCRIMINATION EXPERIENCES: AN EXPLORATORY STUDY","['Bruno de Brito Silva', 'Anna Martha Vaitses Fontanari', 'Bruna Seibel[...]', 'Angelo Brandelli Costa']","Objective: Describe general characteristics of transgender parents, highlight aspects of their relationship with their children and explore experiences with discrimination, while comparing to transgender adults who were not parents. Background: Few studies have investigated families headed by transgender individuals. Even less in contexts where there are no specific policies for family planning in this group, as is the case in Brazil. Methods: A hospital and web-based cross-sectional survey recruited transgender individuals from two Brazilian states, during July–October 2014 and January–March 2015. The survey was designed based on a cross-cultural adaptation of the TransPULSE project. Results: From 670 participants, 44 reported being parents, were older, stated more years of education and were more likely to be in a relationship, than the transgender adults who were not parents. Controlling for age, transgender parents reported suffering more discrimination than those who have no children. Among them, most became parents through biological means, 17.06% reported having lost or having the custody reduced for being transgender and 48.07% suspected or were told that their ability to see their children less was due to their gender identity. Implications: The findings of this study are relevant to guide the practice of individual, couple, and family therapists working with transgender clients.",Article,1 , Family Relations,Sep 19,0,"
Download",1,5,55
Using time-use diaries to track changing behavior across successive stages of COVID-19 social restrictions,"['Oriel Sullivan', 'Jonathan Gershuny', 'Almudena Sevilla[...]', 'Pierre Walthery']","How did people change their behavior over the different phases of the UK COVID-19 restrictions, and how did these changes affect their risk of being exposed to infection? Time-use diary surveys are unique in providing a complete chronicle of daily behavior: 24-h continuous records of the populations’ activities, their social context, and their location. We present results from four such surveys, collected in real time from representative UK samples, both before and at three points over the course of the current pandemic. Comparing across the four waves, we find evidence of substantial changes in the UK population’s behavior relating to activities, locations, and social context. We assign different levels of risk to combinations of activities, locations, and copresence to compare risk-related behavior across successive “lockdowns.” We find evidence that during the second lockdown (November 2020), there was an increase in high-risk behaviors relative to the first (starting March 2020). This increase is shown to be associated with more paid work time in the workplace. At a time when capacity is still limited both in respect of immunization and track–trace technology, governments must continue to rely on changes in people’s daily behaviors to contain the spread of COVID-19 and similar viruses. Time-use diary information of this type, collected in real time across the course of the COVID-19 pandemic, can provide policy makers with information to assess and quantify changes in daily behaviors and the impact they are likely to have on overall behavioral-associated risks.",Article,1 , Proceedings of the National Academy of Sciences,Aug 31,1,"
Download",0,3,64
The effectiveness and suitability of interventions for social isolation and loneliness for older people from minoritised ethnic groups living in the UK,['Brenda Adongo Hayanga'],"This study aimed to assess the effectiveness and suitability of social isolation and loneliness interventions for older people from minoritised ethnic groups living in the UK. It employed an iterative mixed-methods approach, conducted in four phases. Using data from Understanding Society: the UK Household Longitudinal Study, Phase 1 explored ethnic variations in the friendship networks of older people using logistic regression analyses. Compared to older white people, older minoritised people’s friendship networks were found to be restricted in size and accessibility. These findings were explored further in Phase 2 using in-depth interviews with older people from minoritised ethnic groups. Community groups were identified as important for protecting against social isolation and loneliness. A mixed-methods systematic review was subsequently conducted to assess whether community-based group interventions reduced social isolation and loneliness in older people, and to uncover their underlying mechanisms. The evidence of effectiveness based on the meta-analyses was unclear, and qualitative comparative analysis was used to understand (non)effective interventions. The most effective interventions were found to adopt cognitive approaches to reducing loneliness, recruit participants with shared characteristics and provide participants with opportunities to connect. In Phase 4, the interviews conducted in Phase 2 were analysed using dialogic/performance analysis to gain an understanding of what older minoritised people consider their needs to be. The findings were used to assess the extent to which the interventions identified as most effective in Phase 3 matched what older people from minoritised ethnic g
… Read more",Conference Paper,,,Aug 16,0,"
Request full-text",0,0,1
Book launch for Critical Realism for Health and Illness Research: A Practical Introduction. Policy Press https://youtu.be/QHzVyPOLz7o,"['Priscilla Alderson', 'chirs yates', 'Douglas Porpora[...]', 'Rosa Maria Mendizabal']",Discussion of the book Critical Realism for Health and Illness Research: A Practical Introduction. by Priscilla Alderson Policy Press,Conference Paper,,,Aug 13,0,"
Request full-text",0,0,1
Area-level and family-level socioeconomic position and body composition trajectories: longitudinal analysis of the UK Millennium Cohort Study,"['Charis Bridger Staatz', 'Yvonne Kelly', 'Rebecca E Lacey', 'Rebecca Hardy']","Background Inequalities in the trajectories of body composition in childhood and adolescence have been infrequently studied. Despite the importance of environmental factors in obesity development, little research has looked at area-level socioeconomic position, independent of family socioeconomic position. We aimed to assess how inequalities in body composition develop with age. Methods The Millennium Cohort Study is a longitudinal study of 19 243 families who had a child born between 2000 and 2002 in the UK. Multilevel growth curve models were applied to examine change in fat mass index (FMI), fat free mass index (FFMI; using the Benn index), and fat mass to fat free mass ratio (FM:FFM), measured using Bioelectrical Impedance Analysis, from ages 7 years to 17 years by the Index of Multiple Deprivation (IMD) and household income at baseline. Findings Inequalities in FMI and FM:FFM ratio are evident at age 7 years and widen with age. At age 17 years, adolescents in the most disadvantaged IMD group had FMI 0·57 kg/mB (B=Benn parameter; 95% CI 0·43 to 0·70) higher and FM:FFM ratio 0·037 (95% CI 0·026 to 0·047) higher compared with the most advantaged group. Disadvantaged socioeconomic position is associated with higher FFMI but is reversed in adolescence after adjustment for FMI. Inequalities were greater in girls at age 7 years (mean FMI 0·22 kg/mB; 95% CI 0·13 to 0·32) compared with boys of the same age (0·05 kg/mB; –0·04 to 0·15, p=0·3), but widen fastest in boys, especially for FMI, in which there was over an 11 times increase in the inequality from age 7 years of 0·05kg/mB (95% CI –0·04 to 0·15) to 0·62 kg/mB at 17 years (0·42 to 0·82). Inequalities for the IMD were similar to income, and persisted at ag
… Read more",Article,1 , The Lancet Public Health,Aug 1,1,"
Download",0,1,24
